Title                                                                           - Score - Year - Num Eps            - Duration              - Genre(s)                                                                            - Link
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu                                         - 6.14  - 1997 - 1 episode(s)       - 10 min.               - Fantasy, Magic, Comedy                                                              - https://myanimelist.net/anime/1990
Mahou Shoujo Lalabel                                                            - 6.55  - 1980 - 49 episode(s)      - 24 min. per ep.       - Slice of Life, Magic, Comedy, Shoujo                                                - https://myanimelist.net/anime/3878
Mahou no Tenshi Creamy Mami: Long Goodbye                                       - 6.36  - 1985 - 1 episode(s)       - 57 min.               - Comedy, Fantasy, Magic, Romance, Shoujo                                             - https://myanimelist.net/anime/2046
Mahoutsukai Nara Miso wo Kue!                                                   - 5.30  - 2012 - 1 episode(s)       - 12 min.               - Magic, Fantasy, School                                                              - https://myanimelist.net/anime/14479
Mai Mai Shinko to Sennen no Mahou                                               - 7.32  - 2009 - 1 episode(s)       - 1 hr. 33 min.         - Adventure, Drama                                                                    - https://myanimelist.net/anime/5084
Manie-Manie: Meikyuu Monogatari                                                 - 7.06  - 1989 - 3 episode(s)       - 16 min. per ep.       - Adventure, Fantasy, Horror, Sci-Fi, Supernatural                                    - https://myanimelist.net/anime/1951
Mashin Eiyuuden Wataru                                                          - 7.08  - 1988 - 45 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Mecha, Sci-Fi, Shounen                                           - https://myanimelist.net/anime/3837
McDull: Fan Bao Qibing                                                          - 6.63  - 2016 - 1 episode(s)       - 1 hr. 25 min.         - Action, Kids, Sci-Fi                                                                - https://myanimelist.net/anime/35910
McDull: Gushi                                                                   - 6.57  - 2001 - 1 episode(s)       - 1 hr. 16 min.         - Comedy                                                                              - https://myanimelist.net/anime/9817
Meisou! Underworld                                                              - 5.77  - 2014 - 1 episode(s)       - 2 min.                - Action, Supernatural, Thriller                                                      - https://myanimelist.net/anime/23837
Metal Skin Panic MADOX-01                                                       - 6.10  - 1987 - 1 episode(s)       - 42 min.               - Action, Mecha, Sci-Fi                                                               - https://myanimelist.net/anime/2461
Mimi wo Sumaseba                                                                - 8.30  - 1995 - 1 episode(s)       - 1 hr. 51 min.         - Slice of Life, Drama, Romance, Shoujo                                               - https://myanimelist.net/anime/585
Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!                       - 6.51  - 2017 - 1 episode(s)       - 23 min.               - Sports, School, Shounen                                                             - https://myanimelist.net/anime/34734
Minori Scramble!                                                                - 6.32  - 2012 - 1 episode(s)       - 39 min.               - Comedy                                                                              - https://myanimelist.net/anime/9523
Mirai Shounen Conan (Movie)                                                     - 7.09  - 1979 - 1 episode(s)       - 2 hr. 2 min.          - Adventure, Drama, Sci-Fi                                                            - https://myanimelist.net/anime/7308
Mirai e no Tegami: Kono Michi no Tochuu kara                                    - 5.67  - 2016 - Unknown episode(s) - 2 min.                - Music, Drama                                                                        - https://myanimelist.net/anime/35047
Mirai no Watashi                                                                - 6.35  - 2016 - Unknown episode(s) - 1 min.                - Slice of Life, Comedy                                                               - https://myanimelist.net/anime/32959
Mobile Suit SD Gundam's Counterattack                                           - 6.55  - 1989 - 2 episode(s)       - 12 min. per ep.       - Comedy, Parody, Mecha                                                               - https://myanimelist.net/anime/2306
Mogura no Adventure                                                             - 4.90  - 1958 - 1 episode(s)       - 8 min.                - Adventure, Kids                                                                     - https://myanimelist.net/anime/19125
Mogyutto "Love" de Sekkinchuu!                                                  - 7.33  - 2012 - 1 episode(s)       - 6 min.                - Music                                                                               - https://myanimelist.net/anime/12637
Mokei Senshi Gunpla Builders Beginning G                                        - 6.75  - 2010 - 3 episode(s)       - 15 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                                      - https://myanimelist.net/anime/9040
Moonrakers                                                                      - 5.66  - 2014 - 1 episode(s)       - 2 min.                - Drama, Sci-Fi, Space                                                                - https://myanimelist.net/anime/23835
Nae Ireumeun Dokgotak                                                           - 5.43  - 1984 - 1 episode(s)       - 1 hr. 10 min.         - Sports                                                                              - https://myanimelist.net/anime/17100
Naruto: Shippuuden                                                              - 8.17  - 2007 - 500 episode(s)     - 23 min. per ep.       - Action, Adventure, Comedy, Super Power, Martial Arts, Shounen                       - https://myanimelist.net/anime/1735
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai                        - 7.71  - 2013 - 1 episode(s)       - 22 min.               - Slice of Life, Supernatural, Drama, Fantasy, Shoujo                                 - https://myanimelist.net/anime/18849
Neo Faust                                                                       - 5.79  - 1999 - 1 episode(s)       - 6 min.                - Supernatural                                                                        - https://myanimelist.net/anime/30217
Neon Genesis Evangelion: Death & Rebirth                                        - 7.50  - 1997 - 1 episode(s)       - 1 hr. 41 min.         - Drama, Mecha, Psychological, Sci-Fi                                                 - https://myanimelist.net/anime/31
Ninja Bugei-chou                                                                - 5.63  - 1967 - 1 episode(s)       - 2 hr. 15 min.         - Action                                                                              - https://myanimelist.net/anime/5232
Ninkuu (Movie)                                                                  - 6.19  - 1995 - 1 episode(s)       - 26 min.               - Action, Adventure, Comedy, Historical, Martial Arts, Shounen                        - https://myanimelist.net/anime/2851
No Game No Life: Zero - Manner Movie                                            - 7.28  - 2017 - 1 episode(s)       - 2 min.                - Comedy                                                                              - https://myanimelist.net/anime/37402
No Game No Life: Zero                                                           - 8.74  - 2017 - 1 episode(s)       - 1 hr. 46 min.         - Comedy, Ecchi, Fantasy, Game, Supernatural                                          - https://myanimelist.net/anime/33674
Nodame Cantabile Finale                                                         - 8.34  - 2010 - 11 episode(s)      - 22 min. per ep.       - Comedy, Josei, Music, Romance                                                       - https://myanimelist.net/anime/5690
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen                                - 5.20  - 1986 - 1 episode(s)       - 14 min.               - Comedy, Kids, School, Slice of Life                                                 - https://myanimelist.net/anime/22993
Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie                               - 4.95  - 2000 - 1 episode(s)       - 50 min.               - Adventure, Comedy, Fantasy                                                          - https://myanimelist.net/anime/16480
Okaasan ni Naisho                                                               - 4.07  - 2015 - 1 episode(s)       - 3 min.                - Comedy, Ecchi                                                                       - https://myanimelist.net/anime/31685
Okori Jizou                                                                     - 7.50  - 1983 - 1 episode(s)       - 27 min.               - Historical, Kids                                                                    - https://myanimelist.net/anime/26143
Omoi Au Christmas 2011                                                          - 3.91  - 2011 - 3 episode(s)       - 40 sec. per ep.       - Fantasy                                                                             - https://myanimelist.net/anime/33888
On Your Mark                                                                    - 7.56  - 1995 - 1 episode(s)       - 6 min.                - Drama, Music, Sci-Fi                                                                - https://myanimelist.net/anime/1047
One Piece Film: Z                                                               - 8.32  - 2012 - 1 episode(s)       - 1 hr. 47 min.         - Action, Adventure, Comedy, Drama, Fantasy, Shounen                                  - https://myanimelist.net/anime/12859
One Piece: Episode of Luffy - Hand Island no Bouken                             - 7.80  - 2012 - 1 episode(s)       - 1 hr. 42 min.         - Action, Adventure, Comedy, Super Power, Fantasy, Shounen                            - https://myanimelist.net/anime/16239
Onegai☆Twins                                                                    - 6.99  - 2003 - 12 episode(s)      - 25 min. per ep.       - Comedy, Drama, Harem, School, Sci-Fi                                                - https://myanimelist.net/anime/196
Otogi no Kuni no Birthday                                                       - 4.86  - 1989 - 1 episode(s)       - 2 min.                - Kids, Music                                                                         - https://myanimelist.net/anime/14125
Ou Dorobou Jing                                                                 - 7.32  - 2002 - 13 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Fantasy, Sci-Fi, Shounen                                         - https://myanimelist.net/anime/107
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku                         - 7.62  - 2009 - 1 episode(s)       - 31 min.               - Parody, Comedy, School                                                              - https://myanimelist.net/anime/5419
Peeping Life Movie: We Are The Hero                                             - 4.75  - 2014 - 9 episode(s)       - 7 min. per ep.        - Slice of Life, Comedy                                                               - https://myanimelist.net/anime/27399
Peter Pan no Bouken                                                             - 6.89  - 1989 - 41 episode(s)      - 23 min. per ep.       - Adventure, Fantasy                                                                  - https://myanimelist.net/anime/1638
Petting a Dog                                                                   - 3.67  - 2013 - 1 episode(s)       - 16 sec.               - Slice of Life                                                                       - https://myanimelist.net/anime/29979
Peut-etre Toi                                                                   - 6.44  - 2006 - 1 episode(s)       - 4 min.                - Music                                                                               - https://myanimelist.net/anime/4890
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy              - 6.98  - 2006 - 1 episode(s)       - 1 hr. 45 min.         - Action, Adventure, Drama, Fantasy, Kids                                             - https://myanimelist.net/anime/2201
Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai                          - 7.33  - 2007 - 1 episode(s)       - 1 hr. 30 min.         - Action, Adventure, Comedy, Drama, Fantasy, Kids                                     - https://myanimelist.net/anime/2847
Pokemon: Kimi ni Kimeta!                                                        - 7.36  - 2017 - 1 episode(s)       - 1 hr. 38 min.         - Action, Adventure, Comedy, Kids                                                     - https://myanimelist.net/anime/34540
Precure All Stars Movie New Stage 3: Eien no Tomodachi                          - 7.44  - 2014 - 1 episode(s)       - 1 hr. 11 min.         - Kids, Magic, Shoujo                                                                 - https://myanimelist.net/anime/21031
PriPri Chii-chan!!                                                              - 6.25  - 2017 - 36 episode(s)      - 12 min. per ep.       - Sci-Fi, Comedy, Shoujo                                                              - https://myanimelist.net/anime/34799
Pro Golfer Saru: Super Golf World e no Chousen!!                                - 4.86  - 1986 - 1 episode(s)       - 45 min.               - Kids, Sports                                                                        - https://myanimelist.net/anime/17317
Quanzhi Fashi 2nd Season                                                        - 6.66  - 2017 - 12 episode(s)      - 18 min. per ep.       - Action, Magic, Fantasy, School                                                      - https://myanimelist.net/anime/36318
Rakuen Tsuihou                                                                  - 7.52  - 2014 - 1 episode(s)       - 1 hr. 43 min.         - Action, Sci-Fi, Mecha                                                               - https://myanimelist.net/anime/13391
Ranma ½                                                                         - 7.85  - 1989 - 161 episode(s)     - 24 min. per ep.       - Slice of Life, Comedy, Martial Arts, Fantasy                                        - https://myanimelist.net/anime/210
Reijoku no Yakata                                                               - 6.19  - 2010 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/7582
Romeo no Aoi Sora                                                               - 8.45  - 1995 - 33 episode(s)      - 23 min. per ep.       - Adventure, Drama, Historical, Slice of Life                                         - https://myanimelist.net/anime/2559
Saint Seiya: Gold Saints Data File                                              - 6.47  - 2006 - 3 episode(s)       - 5 min. per ep.        - Action, Fantasy, Shounen                                                            - https://myanimelist.net/anime/35326
Sakuran Boy DT                                                                  - 6.00  - 2009 - 11 episode(s)      - 5 min. per ep.        - Comedy, Super Power                                                                 - https://myanimelist.net/anime/5810
Seibu Tetsudou Ekiin Tako-chan                                                  - 4.52  - 2011 - 12 episode(s)      - 2 min. per ep.        - Comedy, Parody, Police, Slice of Life                                               - https://myanimelist.net/anime/10850
Seichou Rap                                                                     - 4.78  - 2014 - 1 episode(s)       - 2 min.                - Music                                                                               - https://myanimelist.net/anime/30104
Seitokai Yakuindomo OVA                                                         - 7.87  - 2011 - 8 episode(s)       - 26 min. per ep.       - Comedy, School, Shounen, Slice of Life                                              - https://myanimelist.net/anime/10119
Sekai Meisaku Douwa: Mori wa Ikiteiru                                           - 7.02  - 1980 - 1 episode(s)       - 1 hr. 5 min.          - Fantasy, Kids                                                                       - https://myanimelist.net/anime/3751
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen                      - 6.79  - 2014 - 1 episode(s)       - 24 min.               - Action, Comedy, Fantasy                                                             - https://myanimelist.net/anime/23459
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai                             - 8.16  - 2014 - 1 episode(s)       - 50 min.               - Comedy, Drama, Romance, Shounen Ai                                                  - https://myanimelist.net/anime/20371
Sekaiichi Hatsukoi: Valentine-hen                                               - 8.10  - 2014 - 1 episode(s)       - 15 min.               - Romance, Comedy, Shounen Ai                                                         - https://myanimelist.net/anime/20815
Sengoku Choujuu Giga: Otsu                                                      - 5.94  - 2017 - 13 episode(s)      - 3 min. per ep.        - Historical, Demons, Supernatural, Samurai                                           - https://myanimelist.net/anime/34738
Sentai Hero Sukiyaki Force: Gunma no Heiwa o Negau Season e, Mata?              - N/A   - 2018 - Unknown episode(s) - 2 min.                - Comedy                                                                              - https://myanimelist.net/anime/37054
Shameshrine Andorora                                                            - 6.25  - 2001 - 1 episode(s)       - 25 min.               - Hentai, Sci-Fi                                                                      - https://myanimelist.net/anime/4493
Shigatsu wa Kimi no Uso: Moments                                                - 7.80  - 2015 - 1 episode(s)       - 23 min.               - Music, Shounen                                                                      - https://myanimelist.net/anime/28069
Shiguang Guiyu                                                                  - 5.55  - 2015 - 10 episode(s)      - 13 min. per ep.       - Supernatural, Drama                                                                 - https://myanimelist.net/anime/33801
Shijou Saikyou no Deshi Kenichi Specials                                        - 7.40  - 2013 - 4 episode(s)       - 2 min. per ep.        - Action, Martial Arts, Comedy, School, Shounen                                       - https://myanimelist.net/anime/24029
Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana                  - 6.07  - 2013 - 1 episode(s)       - 1 hr. 7 min.          - Adventure, Comedy, Fantasy, Kids, Magic                                             - https://myanimelist.net/anime/18943
Shin Calimero                                                                   - 6.21  - 1992 - 52 episode(s)      - 21 min. per ep.       - Comedy                                                                              - https://myanimelist.net/anime/7004
Shining☆Romance                                                                 - 6.90  - 2017 - 1 episode(s)       - 5 min.                - Music                                                                               - https://myanimelist.net/anime/36684
Shinmai                                                                         - 4.60  - 2008 - 4 episode(s)       - 2 min. per ep.        - Slice of Life, Comedy                                                               - https://myanimelist.net/anime/34697
Sin: Nanatsu no Taizai                                                          - 5.70  - 2017 - 12 episode(s)      - 23 min. per ep.       - Ecchi, Fantasy                                                                      - https://myanimelist.net/anime/33834
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu        - 7.75  - 1995 - 1 episode(s)       - 40 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                               - https://myanimelist.net/anime/2499
Sockies: Frontier Quest                                                         - 5.44  - 2011 - 39 episode(s)      - 5 min. per ep.        - Comedy                                                                              - https://myanimelist.net/anime/8143
Sore Ike! Anpanman: Inochi no Hoshi no Dolly                                    - 5.69  - 2006 - 1 episode(s)       - 1 hr. 10 min.         - Fantasy, Kids, Magic                                                                - https://myanimelist.net/anime/18591
Sore Ike! Anpanman: Kokin-chan to Aoi Namida                                    - 5.47  - 2006 - 1 episode(s)       - 21 min.               - Comedy, Fantasy, Kids                                                               - https://myanimelist.net/anime/21957
Star Wars/Force no Kakusei                                                      - N/A   - 2017 - 1 episode(s)       - 1 min.                - Sci-Fi                                                                              - https://myanimelist.net/anime/37334
Steins;Gate: Soumei Eichi no Cognitive Computing                                - 7.45  - 2014 - 4 episode(s)       - 3 min. per ep.        - Slice of Life, Comedy                                                               - https://myanimelist.net/anime/27957
Sukima no Kuni no Polta                                                         - 5.54  - 2005 - 13 episode(s)      - 5 min. per ep.        - Fantasy                                                                             - https://myanimelist.net/anime/4553
Sun Set Sun                                                                     - 5.30  - 2013 - 1 episode(s)       - 3 min.                - Music                                                                               - https://myanimelist.net/anime/32764
Tako ni Natta Okaasan                                                           - 6.44  - 2003 - 1 episode(s)       - 45 min.               - Historical, Drama                                                                   - https://myanimelist.net/anime/20235
Tanoshii Saki Uta Animation                                                     - 4.82  - 2016 - 1 episode(s)       - 2 min.                - Kids, Music                                                                         - https://myanimelist.net/anime/35003
Tantei Gakuen Q                                                                 - 7.85  - 2003 - 45 episode(s)      - 25 min. per ep.       - Comedy, Drama, Mystery, Police, Shounen                                             - https://myanimelist.net/anime/407
Tanuki to Kitsune Specials                                                      - N/A   - 2018 - 2 episode(s)       - 1 min. per ep.        - Comedy                                                                              - https://myanimelist.net/anime/37284
Tengen Toppa Gurren Lagann: Parallel Works                                      - 7.24  - 2008 - 8 episode(s)       - 3 min. per ep.        - Music                                                                               - https://myanimelist.net/anime/4705
Terajima-chou Kidan: Ginnagashi                                                 - 6.50  - 1992 - 1 episode(s)       - 41 min.               - Historical                                                                          - https://myanimelist.net/anime/33077
The Satisfaction                                                                - 5.01  - 1984 - 1 episode(s)       - 21 min.               - Hentai                                                                              - https://myanimelist.net/anime/5541
Toki wo Kakeru Shoujo                                                           - 8.35  - 2006 - 1 episode(s)       - 1 hr. 38 min.         - Sci-Fi, Adventure, Drama, Romance                                                   - https://myanimelist.net/anime/2236
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV)                    - 5.65  - 2017 - 37 episode(s)      - 24 min. per ep.       - Adventure, Mecha, Police, Sci-Fi                                                    - https://myanimelist.net/anime/34741
Tonari no Tonari                                                                - 4.04  - 2011 - 1 episode(s)       - 3 min.                - Music                                                                               - https://myanimelist.net/anime/36084
Toshi Souzou Gakubu Shoukai                                                     - 5.44  - 2015 - 2 episode(s)       - 2 min. per ep.        - Slice of Life                                                                       - https://myanimelist.net/anime/32144
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken                                - 6.77  - 2001 - 1 episode(s)       - 54 min.               - Kids, Adventure, Comedy                                                             - https://myanimelist.net/anime/7329
Tottoko Hamtarou: Anime Dechu!                                                  - 6.33  - 1999 - 1 episode(s)       - 27 min.               - Adventure, Shoujo                                                                   - https://myanimelist.net/anime/36145
Uchiyama Aki                                                                    - 5.73  - 1984 - 3 episode(s)       - 22 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/3644
Ultraman USA                                                                    - 5.85  - 1989 - 1 episode(s)       - 1 hr. 20 min.         - Action, Adventure, Sci-Fi                                                           - https://myanimelist.net/anime/12851
Umigame to Shounen                                                              - 5.63  - 2002 - 1 episode(s)       - 45 min.               - Drama, Historical                                                                   - https://myanimelist.net/anime/20225
Uniminipet                                                                      - 6.27  - 2001 - 26 episode(s)      - 20 min. per ep.       - Adventure, Fantasy                                                                  - https://myanimelist.net/anime/32580
Usawaltz                                                                        - 5.20  - 2011 - 1 episode(s)       - 2 min.                - Music, Dementia                                                                     - https://myanimelist.net/anime/32637
Vassalord.                                                                      - 7.03  - 2013 - 1 episode(s)       - 27 min.               - Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire                 - https://myanimelist.net/anime/15933
Vie Durant                                                                      - 4.94  - 2003 - 8 episode(s)       - 8 min. per ep.        - Sci-Fi, Drama, Vampire                                                              - https://myanimelist.net/anime/4266
Wake Up                                                                         - 5.53  - 2012 - 1 episode(s)       - 1 min.                - Music                                                                               - https://myanimelist.net/anime/31568
Wangan Midnight                                                                 - 7.51  - 2007 - 26 episode(s)      - 25 min. per ep.       - Action, Cars, Seinen, Sports                                                        - https://myanimelist.net/anime/2608
Wanghu Sim Cheong                                                               - 7.42  - 2005 - 1 episode(s)       - 1 hr. 35 min.         - Fantasy                                                                             - https://myanimelist.net/anime/4544
Wangu Xian Qiong 2nd Season                                                     - 6.88  - 2018 - Unknown episode(s) - Unknown               - Adventure, Comedy, Fantasy, Shounen                                                 - https://myanimelist.net/anime/37294
Weaving                                                                         - 4.58  - 2017 - 1 episode(s)       - 55 sec.               - Fantasy                                                                             - https://myanimelist.net/anime/36574
What's Michael? (TV)                                                            - 7.17  - 1988 - 45 episode(s)      - 25 min. per ep.       - Comedy                                                                              - https://myanimelist.net/anime/12039
Working Boys                                                                    - N/A   - 2018 - Unknown episode(s) - 5 min.                - Kids                                                                                - https://myanimelist.net/anime/37343
Yajikita Gakuen Douchuuki                                                       - 5.74  - 1989 - 2 episode(s)       - 40 min. per ep.       - Adventure, Martial Arts, School, Shoujo                                             - https://myanimelist.net/anime/12795
Yakeato no, Okashi no Ki                                                        - 6.33  - 2006 - 1 episode(s)       - 45 min.               - Drama, Kids                                                                         - https://myanimelist.net/anime/15815
Yakyuukyou no Uta: Kita no Ookami Minami no Tora                                - 6.46  - 1979 - 1 episode(s)       - 1 hr. 28 min.         - Action, Sports, Drama                                                               - https://myanimelist.net/anime/10563
Yamatarou Kaeru                                                                 - 6.21  - 1986 - 1 episode(s)       - 24 min.               - Kids                                                                                - https://myanimelist.net/anime/11537
Yami Shibai                                                                     - 7.18  - 2013 - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Demons, Supernatural                                              - https://myanimelist.net/anime/19383
Yami no Shihosha Judge                                                          - 5.45  - 1991 - 1 episode(s)       - 48 min.               - Supernatural, Horror, Seinen                                                        - https://myanimelist.net/anime/1340
Yo! Daitouryou Trap-kun                                                         - 4.26  - 2017 - 2 episode(s)       - 44 sec. per ep.       - Comedy, Parody                                                                      - https://myanimelist.net/anime/35448
Yukidaruma                                                                      - 5.91  - 1918 - 1 episode(s)       - Unknown               - Fantasy, Historical                                                                 - https://myanimelist.net/anime/30957
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii                  - 7.94  - 2017 - 1 episode(s)       - 47 min.               - Drama, Fantasy, Magic, Slice of Life                                                - https://myanimelist.net/anime/34375
Yuuki Yuuna wa Yuushabu Shozoku 2                                               - 6.61  - 2017 - 1 episode(s)       - 7 min.                - Slice of Life, Comedy, Magic, Fantasy                                               - https://myanimelist.net/anime/35472
Yuuwaku Countdown                                                               - 5.90  - 1995 - 6 episode(s)       - 15 min. per ep.       - Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural               - https://myanimelist.net/anime/1383
Ze Tian Ji                                                                      - 6.73  - 2015 - 13 episode(s)      - 15 min. per ep.       - Action, Adventure, Fantasy                                                          - https://myanimelist.net/anime/31838
Zegapain ADP                                                                    - 6.18  - 2016 - 1 episode(s)       - Unknown               - Action, Sci-Fi, Romance, Mecha                                                      - https://myanimelist.net/anime/33048
Zeno: Kagirinaki Ai ni                                                          - 6.89  - 1999 - 1 episode(s)       - 1 hr. 14 min.         - Drama, Historical                                                                   - https://myanimelist.net/anime/4790
Zukkoke Knight: Don De La Mancha                                                - 6.27  - 1980 - 23 episode(s)      - 30 min. per ep.       - Adventure, Comedy, Historical, Romance                                              - https://myanimelist.net/anime/7808
vivi                                                                            - 6.17  - 2012 - 1 episode(s)       - 4 min.                - Adventure, Music, Romance, Fantasy                                                  - https://myanimelist.net/anime/30909
