Title                                                                                         - Score - Year - Num Eps            - Duration             - Genre(s)                                                                              - Link
Gatchaman Crowds Insight: Inbound                                                             - 7.09  - 2015 - 1 episode(s)       - 14 min.              - Sci-Fi, Adventure                                                                     - https://myanimelist.net/anime/30925
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran                                     - 6.39  - 1986 - 1 episode(s)       - 48 min.              - Adventure, Comedy, Fantasy, Horror, Supernatural                                      - https://myanimelist.net/anime/8155
Gegege no Kitarou: Kitarou no Yuurei Densha                                                   - 6.04  - 1999 - 1 episode(s)       - 11 min.              - Adventure, Super Power, Demons, Supernatural                                          - https://myanimelist.net/anime/8493
Gegege no Kitarou: Nippon Bakuretsu                                                           - 6.40  - 2008 - 1 episode(s)       - 1 hr. 23 min.        - Action, Fantasy, Horror, Kids, Shounen, Supernatural                                  - https://myanimelist.net/anime/8145
Geki Drive                                                                                    - 3.63  - 2015 - 1 episode(s)       - 2 min.               - Action, Cars                                                                          - https://myanimelist.net/anime/34472
Genki Genki Non-tan (2004)                                                                    - 5.88  - 2004 - 10 episode(s)      - 6 min. per ep.       - Kids, Music                                                                           - https://myanimelist.net/anime/25611
Giant Robo Gaiden Ginrei                                                                      - 6.16  - 1994 - 3 episode(s)       - 30 min. per ep.      - Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power                            - https://myanimelist.net/anime/2322
Glass no Chikyuu wo Sukue Unico Special                                                       - 6.61  - 2000 - 1 episode(s)       - 16 min.              - Kids, Fantasy                                                                         - https://myanimelist.net/anime/23661
Gokiburi Hime                                                                                 - 4.75  - 2015 - 1 episode(s)       - 1 min.               - Sci-Fi                                                                                - https://myanimelist.net/anime/36278
Green Green OVA                                                                               - 6.09  - 2002 - 1 episode(s)       - 27 min.              - Comedy, Ecchi, Romance, School                                                        - https://myanimelist.net/anime/881
Gulliver no Uchuu Ryokou                                                                      - 6.10  - 1965 - 1 episode(s)       - 1 hr. 20 min.        - Adventure, Sci-Fi                                                                     - https://myanimelist.net/anime/2833
Gundress                                                                                      - 5.61  - 1999 - 1 episode(s)       - 1 hr. 25 min.        - Action, Mecha, Sci-Fi                                                                 - https://myanimelist.net/anime/1160
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue                                       - 6.16  - 2015 - 1 episode(s)       - 23 min.              - Action, Sci-Fi                                                                        - https://myanimelist.net/anime/31064
Hamelin no Violin Hiki: The Movie                                                             - 6.56  - 1996 - 1 episode(s)       - 30 min.              - Adventure, Comedy, Fantasy                                                            - https://myanimelist.net/anime/2207
Hana to Alice: Satsujin Jiken                                                                 - 7.41  - 2015 - 1 episode(s)       - 1 hr. 38 min.        - Slice of Life, Mystery, Drama                                                         - https://myanimelist.net/anime/27969
Harinezumi                                                                                    - 5.73  - 2012 - 1 episode(s)       - 3 min.               - Music                                                                                 - https://myanimelist.net/anime/20529
Hate You                                                                                      - 6.02  - 2011 - 1 episode(s)       - 3 min.               - Action, Music                                                                         - https://myanimelist.net/anime/11543
Heisei Inu Monogatari Bow Movie                                                               - 6.47  - 1994 - 1 episode(s)       - 22 min.              - Adventure, Comedy                                                                     - https://myanimelist.net/anime/2750
Hello Kitty no Ou-sama no Mimi wa Roba no Mimi                                                - 6.00  - 2001 - 1 episode(s)       - 10 min.              - Kids, Fantasy                                                                         - https://myanimelist.net/anime/22491
Hello Kitty no Shirayuki-hime (OVA)                                                           - 6.11  - 2001 - 1 episode(s)       - 15 min.              - Kids, Fantasy                                                                         - https://myanimelist.net/anime/30263
Hello Kitty: Mahou no Mori no Ohimesama                                                       - 6.17  - 1991 - 1 episode(s)       - 30 min.              - Fantasy, Kids, Magic                                                                  - https://myanimelist.net/anime/18827
Hendo Garden                                                                                  - 3.53  - 2015 - 1 episode(s)       - 2 min.               - Music                                                                                 - https://myanimelist.net/anime/36675
Hi no Tori: Houou-hen                                                                         - 7.08  - 1986 - 1 episode(s)       - 1 hr.                - Drama, Fantasy, Historical                                                            - https://myanimelist.net/anime/2997
High School! Kimengumi                                                                        - 7.41  - 1985 - 86 episode(s)      - 25 min. per ep.      - Comedy, Parody, Romance, School, Shounen                                              - https://myanimelist.net/anime/714
Hino Hideshi Toukaidou Yotsuya Kaidan                                                         - 5.40  - 2000 - 1 episode(s)       - 1 hr. 10 min.        - Horror                                                                                - https://myanimelist.net/anime/17405
Howl no Ugoku Shiro                                                                           - 8.73  - 2004 - 1 episode(s)       - 1 hr. 57 min.        - Adventure, Drama, Fantasy, Romance                                                    - https://myanimelist.net/anime/431
Hungry Zombie Francesca!!                                                                     - 5.38  - 2013 - 2 episode(s)       - 8 min. per ep.       - Music, Fantasy                                                                        - https://myanimelist.net/anime/33578
I Was King                                                                                    - 6.39  - 2016 - 1 episode(s)       - 4 min.               - Fantasy, Music                                                                        - https://myanimelist.net/anime/34655
