Title                                                                           - Score - Year - Num Eps            - Duration              - Genre(s)                                                                                                 - Link
Elf wo Karu Mono-tachi                                                          - 7.11  - 1996 - 12 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen                                                        - https://myanimelist.net/anime/1045
Eun-sil-i                                                                       - 6.12  - 2011 - 1 episode(s)       - 1 hr. 2 min.          - Drama                                                                                                    - https://myanimelist.net/anime/30193
Fireball Charming                                                               - 6.89  - 2011 - 13 episode(s)      - 2 min. per ep.        - Sci-Fi                                                                                                   - https://myanimelist.net/anime/10348
Fortune Dogs                                                                    - 6.57  - 2002 - 39 episode(s)      - 25 min. per ep.       - Adventure                                                                                                - https://myanimelist.net/anime/3355
Frame Arms Girl                                                                 - 6.50  - 2017 - 12 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Slice of Life, Mecha                                                                     - https://myanimelist.net/anime/34427
Free!                                                                           - 7.58  - 2013 - 12 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, Sports, Drama, School                                                             - https://myanimelist.net/anime/18507
Freezing Vibration                                                              - 7.02  - 2013 - 12 episode(s)      - 23 min. per ep.       - Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen                             - https://myanimelist.net/anime/18001
Fujilog                                                                         - 5.73  - 2011 - 13 episode(s)      - 4 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/10533
Fullmetal Alchemist                                                             - 8.29  - 2003 - 51 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen                                      - https://myanimelist.net/anime/121
Fushigina Ano Ko wa Sutekina Kono Ko                                            - 5.25  - 1994 - Unknown episode(s) - 1 min.                - Kids, Adventure                                                                                          - https://myanimelist.net/anime/30121
Futago no Mahoutsukai Lico to Gli                                               - 5.40  - 2013 - 4 episode(s)       - 1 min. per ep.        - Magic, Music                                                                                             - https://myanimelist.net/anime/25293
Futago no Monchhichi                                                            - 6.00  - 1980 - 130 episode(s)     - 5 min. per ep.        - Comedy, Kids                                                                                             - https://myanimelist.net/anime/17623
Futsuu no Joshikousei ga [Locodol] Yattemita.                                   - 6.94  - 2014 - 12 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, Seinen                                                                            - https://myanimelist.net/anime/22189
Future Card Buddyfight                                                          - 7.11  - 2014 - 64 episode(s)      - 24 min. per ep.       - Game                                                                                                     - https://myanimelist.net/anime/19067
Gakuen Handsome: Legend of Sexy                                                 - 5.67  - 2016 - 2 episode(s)       - 4 min. per ep.        - Comedy, Music                                                                                            - https://myanimelist.net/anime/33911
Gakuen Handsome                                                                 - 6.44  - 2016 - 12 episode(s)      - 3 min. per ep.        - Comedy, Parody, School, Shounen Ai                                                                       - https://myanimelist.net/anime/33392
Game Center Arashi                                                              - 5.69  - 1982 - 26 episode(s)      - 24 min. per ep.       - Comedy, Game, Kids, Shounen                                                                              - https://myanimelist.net/anime/12243
Gan Gan Ganko-chan 2nd Season                                                   - 6.00  - 2018 - 8 episode(s)       - 5 min. per ep.        - Sci-Fi, Comedy, Kids                                                                                     - https://myanimelist.net/anime/37244
Ganbare Goemon                                                                  - 6.21  - 1997 - 23 episode(s)      - 24 min. per ep.       - Comedy, Shounen                                                                                          - https://myanimelist.net/anime/2885
Garo: Honoo no Kokuin                                                           - 7.50  - 2014 - 24 episode(s)      - 24 min. per ep.       - Action, Demons, Supernatural, Magic, Fantasy                                                             - https://myanimelist.net/anime/23311
Gasaraki                                                                        - 6.71  - 1998 - 25 episode(s)      - 25 min. per ep.       - Psychological, Mecha, Military, Supernatural, Drama                                                      - https://myanimelist.net/anime/782
Gate: Jieitai Kanochi nite, Kaku Tatakaeri                                      - 7.89  - 2015 - 12 episode(s)      - 23 min. per ep.       - Action, Military, Adventure, Fantasy                                                                     - https://myanimelist.net/anime/28907
Gear Fighter Dendoh                                                             - 7.28  - 2000 - 38 episode(s)      - 23 min. per ep.       - Action, Adventure, Mecha, School, Sci-Fi, Space                                                          - https://myanimelist.net/anime/2484
Gene Diver                                                                      - 6.45  - 1994 - 56 episode(s)      - 15 min. per ep.       - Action, Adventure, Shounen                                                                               - https://myanimelist.net/anime/4470
Genji Tsuushin Agedama                                                          - 6.42  - 1991 - 51 episode(s)      - 25 min. per ep.       - Action, Parody, Comedy, Sci-Fi                                                                           - https://myanimelist.net/anime/8215
Genki Genki Non-tan: Deka Deka Arigatou                                         - 7.17  - 2009 - 1 episode(s)       - 32 min.               - Kids, Music                                                                                              - https://myanimelist.net/anime/25617
Genki Genki Non-tan                                                             - 5.55  - 2002 - 15 episode(s)      - 6 min. per ep.        - Kids, Music                                                                                              - https://myanimelist.net/anime/25609
Genshiken Nidaime Specials                                                      - 6.92  - 2013 - 4 episode(s)       - 3 min. per ep.        - Comedy, Parody, Slice of Life                                                                            - https://myanimelist.net/anime/19889
