Title                                                                                                - Score - Year - Num Eps            - Duration              - Genre(s)                                                               - Link
Guilty Crown: Lost Christmas                                                                         - 7.07  - 2012 - 1 episode(s)       - 14 min.               - Action, Drama, Sci-Fi, Super Power                                     - https://myanimelist.net/anime/13411
Gundam Build Fighters Specials                                                                       - 6.53  - 2014 - 3 episode(s)       - 4 min. per ep.        - Comedy, Mecha                                                          - https://myanimelist.net/anime/27907
HHH Triple Ecchi                                                                                     - 7.40  - 2010 - 4 episode(s)       - 16 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/9322
Hagure Yuusha no Aesthetica: Hajirai Ippai                                                           - 6.73  - 2012 - 6 episode(s)       - 4 min. per ep.        - Comedy, Ecchi                                                          - https://myanimelist.net/anime/15729
Hajimete no Gal OVA                                                                                  - 6.44  - 2017 - 1 episode(s)       - 23 min.               - Comedy, Romance, Ecchi, School, Shounen                                - https://myanimelist.net/anime/35237
Hanamaru Youchien: Panda Neko Taisou                                                                 - 6.29  - 2010 - 8 episode(s)       - 1 min. per ep.        - Comedy, Kids, Music                                                    - https://myanimelist.net/anime/16646
Hanasaka Jijii                                                                                       - 5.16  - 1917 - 1 episode(s)       - 6 min.                - Comedy, Drama                                                          - https://myanimelist.net/anime/18457
Hand Maid May                                                                                        - 6.82  - 2000 - 10 episode(s)      - 23 min. per ep.       - Comedy, Ecchi, Harem, Romance, Sci-Fi                                  - https://myanimelist.net/anime/318
Hand Shakers: Go ago Go                                                                              - 5.75  - 2017 - 1 episode(s)       - 23 min.               - Action                                                                 - https://myanimelist.net/anime/35202
Harem Time The Animation                                                                             - 7.32  - 2012 - 2 episode(s)       - 26 min. per ep.       - Harem, Hentai                                                          - https://myanimelist.net/anime/14991
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again                                             - 7.26  - 2008 - 2 episode(s)       - 29 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/5097
HeatGuy J Special                                                                                    - 7.23  - 2003 - 1 episode(s)       - 25 min.               - Action, Adventure, Mecha, Police, Sci-Fi                               - https://myanimelist.net/anime/1774
Hello Kitty no Kurumi Wari Ningyou                                                                   - 6.00  - 2001 - 1 episode(s)       - 15 min.               - Kids, Fantasy                                                          - https://myanimelist.net/anime/18083
Hello Kitty no Momotarou                                                                             - 6.02  - 2001 - 1 episode(s)       - 15 min.               - Fantasy, Kids                                                          - https://myanimelist.net/anime/22447
Henkei Shoujo                                                                                        - 5.84  - 2017 - 5 episode(s)       - 1 min. per ep.        - Sci-Fi                                                                 - https://myanimelist.net/anime/35286
Hetalia World Series                                                                                 - 7.87  - 2010 - 48 episode(s)      - 5 min. per ep.        - Comedy, Historical, Parody                                             - https://myanimelist.net/anime/8479
Hidamari Sketch x ☆☆☆ Recap                                                                          - 6.56  - 2012 - 1 episode(s)       - 1 hr. 7 min.          - Slice of Life, Comedy, School                                          - https://myanimelist.net/anime/28915
Higashi no Eden: Air Communication                                                                   - 7.75  - 2009 - 1 episode(s)       - 2 hr. 3 min.          - Mystery, Comedy, Romance                                               - https://myanimelist.net/anime/6927
Highschool of the Dead: Drifters of the Dead                                                         - 6.75  - 2011 - 1 episode(s)       - 16 min.               - Ecchi, Comedy, Supernatural                                            - https://myanimelist.net/anime/9515
Hinadori no Saezuri                                                                                  - 5.55  - 2000 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/4848
Hitoriga The Animation                                                                               - 6.49  - 2009 - 4 episode(s)       - 28 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/6337
Hiyoko Gumo                                                                                          - 5.44  - 2009 - 1 episode(s)       - 2 min.                - Fantasy, Kids, Music                                                   - https://myanimelist.net/anime/8782
Hokuto no Ken: Toki-den                                                                              - 7.46  - 2008 - 1 episode(s)       - 57 min.               - Action, Martial Arts                                                   - https://myanimelist.net/anime/4312
Hori-san to Miyamura-kun                                                                             - 7.41  - 2012 - 3 episode(s)       - 23 min. per ep.       - Comedy, Romance, School, Shounen                                       - https://myanimelist.net/anime/14753
Hortensia Saga: Aoi no Kishidan                                                                      - 6.00  - 2015 - Unknown episode(s) - 34 sec.               - Game, Fantasy                                                          - https://myanimelist.net/anime/35411
Huckleberry Finn Monogatari                                                                          - 6.55  - 1994 - 26 episode(s)      - 20 min. per ep.       - Adventure                                                              - https://myanimelist.net/anime/4800
Huyao Xiao Hongniang                                                                                 - 7.30  - 2015 - 13 episode(s)      - 13 min. per ep.       - Comedy, Historical, Supernatural, Romance                              - https://myanimelist.net/anime/31499
Hyakka Ryouran: Samurai Bride Specials                                                               - 6.69  - 2013 - 6 episode(s)       - 3 min. per ep.        - Ecchi, Comedy                                                          - https://myanimelist.net/anime/19255
