Title                                                                                             - Score - Year - Num Eps            - Duration              - Genre(s)                                                                          - Link
Qin Shi Ming Yue: Ye Jin Tianming                                                                 - 7.14  - 2008 - 18 episode(s)      - 22 min. per ep.       - Action, Historical, Martial Arts, Fantasy                                         - https://myanimelist.net/anime/11841
Quiz Tokiko-san                                                                                   - N/A   - 2017 - Unknown episode(s) - 2 min.                - Game, Slice of Life                                                               - https://myanimelist.net/anime/37263
Rainbow no Anime Bako                                                                             - 4.48  - 2006 - 1 episode(s)       - 5 min.                - Kids                                                                              - https://myanimelist.net/anime/29483
Rape! Rape! Rape!                                                                                 - 6.04  - 2008 - 3 episode(s)       - 25 min. per ep.       - Hentai                                                                            - https://myanimelist.net/anime/5316
Requiem (ONA)                                                                                     - 3.81  - 2012 - 1 episode(s)       - 2 min.                - Dementia                                                                          - https://myanimelist.net/anime/31689
Reunion (Music)                                                                                   - 5.68  - 2013 - 1 episode(s)       - 5 min.                - Music                                                                             - https://myanimelist.net/anime/19287
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen                                          - 7.16  - 2011 - 2 episode(s)       - 46 min. per ep.       - Action, Samurai, Historical, Drama, Shounen                                       - https://myanimelist.net/anime/11441
Saiki Kusuo no Ψ-nan (TV) 2                                                                       - 8.60  - 2018 - 24 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, Supernatural, School, Shounen                              - https://myanimelist.net/anime/34612
Saimin Jutsu Zero                                                                                 - 6.40  - 2013 - 2 episode(s)       - 22 min. per ep.       - Hentai                                                                            - https://myanimelist.net/anime/18151
Saint Beast: Ikusen no Hiru to Yoru-hen                                                           - 6.36  - 2005 - 2 episode(s)       - 25 min. per ep.       - Magic, Fantasy                                                                    - https://myanimelist.net/anime/3004
Saint Seiya: Meiou Hades Meikai-hen                                                               - 7.92  - 2005 - 12 episode(s)      - 25 min. per ep.       - Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power                  - https://myanimelist.net/anime/1253
Saishuu Densha featuring Izumi Makura                                                             - 4.41  - 2013 - 1 episode(s)       - 4 min.                - Music                                                                             - https://myanimelist.net/anime/36114
Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle                                             - 5.64  - 2002 - 1 episode(s)       - 21 min.               - Adventure, Comedy, Shounen                                                        - https://myanimelist.net/anime/31052
Sasuga no Sarutobi                                                                                - 6.70  - 1982 - 69 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Martial Arts, Romance, Sports                          - https://myanimelist.net/anime/3806
School Days: Valentine Days                                                                       - 6.09  - 2008 - 1 episode(s)       - 19 min.               - Comedy, Romance, School                                                           - https://myanimelist.net/anime/3759
School Rumble San Gakki                                                                           - 7.37  - 2008 - 2 episode(s)       - 25 min. per ep.       - Comedy, Romance, School, Shounen                                                  - https://myanimelist.net/anime/4015
Shimai Ijiri                                                                                      - 5.90  - 1999 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                            - https://myanimelist.net/anime/3951
Shin Koihime†Musou: Live Revolution                                                               - 6.72  - 2010 - 1 episode(s)       - 22 min.               - Ecchi, Music                                                                      - https://myanimelist.net/anime/8635
Shingeki no Kyojin Picture Drama                                                                  - 6.73  - 2013 - 9 episode(s)       - 10 min. per ep.       - Parody, Comedy                                                                    - https://myanimelist.net/anime/19391
Shoujo Koakuma Kei                                                                                - 5.46  - 2002 - 1 episode(s)       - 30 min.               - Hentai                                                                            - https://myanimelist.net/anime/3824
Shui Naodai                                                                                       - 6.35  - 2009 - 1 episode(s)       - 14 min.               - Sci-Fi, Dementia, Fantasy                                                         - https://myanimelist.net/anime/6861
Silent Möbius: The Motion Picture                                                                 - 6.44  - 1991 - 1 episode(s)       - 54 min.               - Sci-Fi, Adventure, Supernatural                                                   - https://myanimelist.net/anime/2099
Son Gokuu Silk Road wo Tobu!!                                                                     - 5.21  - 1982 - 1 episode(s)       - 1 hr. 14 min.         - Adventure, Fantasy                                                                - https://myanimelist.net/anime/24669
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken                                                 - 5.87  - 1993 - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                             - https://myanimelist.net/anime/10056
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing                                       - 5.53  - 2004 - 1 episode(s)       - 20 min.               - Comedy, Fantasy, Kids                                                             - https://myanimelist.net/anime/21963
Soukou Kihei Votoms: Pailsen Files the Movie                                                      - 6.80  - 2009 - 1 episode(s)       - 1 hr. 58 min.         - Mecha, Military, Sci-Fi, Space                                                    - https://myanimelist.net/anime/7536
Soul Worker: Your Destiny Awaits                                                                  - 5.91  - 2016 - 5 episode(s)       - 3 min. per ep.        - Action, Fantasy, Sci-Fi                                                           - https://myanimelist.net/anime/31402
Speed of Youth                                                                                    - N/A   - 2017 - 1 episode(s)       - 1 min.                - Music                                                                             - https://myanimelist.net/anime/35565
Steamboy                                                                                          - 7.42  - 2004 - 1 episode(s)       - 2 hr. 6 min.          - Action, Military, Sci-Fi, Adventure, Historical, Drama                            - https://myanimelist.net/anime/565
Strike Witches Movie                                                                              - 7.67  - 2012 - 1 episode(s)       - 1 hr. 37 min.         - Action, Ecchi, Magic, Military, Sci-Fi                                            - https://myanimelist.net/anime/9751
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai                                             - 7.20  - 2016 - 1 episode(s)       - 1 hr. 3 min.          - Comedy, Drama, Romance, School                                                    - https://myanimelist.net/anime/33036
Super Bikkuriman                                                                                  - 6.49  - 1992 - 44 episode(s)      - 24 min. per ep.       - Adventure, Fantasy, Comedy, Demons, Sci-Fi                                        - https://myanimelist.net/anime/6583
Taiyou no Mokushiroku: A Spirit of the Sun                                                        - 7.06  - 2006 - 2 episode(s)       - 1 hr. 17 min. per ep. - Drama, Sci-Fi                                                                     - https://myanimelist.net/anime/1857
Tales of the Rays                                                                                 - 6.07  - 2017 - 1 episode(s)       - 1 min.                - Fantasy, Game                                                                     - https://myanimelist.net/anime/34939
Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari                                           - 6.84  - 2014 - 1 episode(s)       - 11 min.               - Slice of Life, Music, School                                                      - https://myanimelist.net/anime/27419
Tatsu no Ko Tarou                                                                                 - 6.98  - 1979 - 1 episode(s)       - 1 hr. 15 min.         - Adventure, Fantasy, Demons, Historical                                            - https://myanimelist.net/anime/1208
Tatsumi                                                                                           - N/A   - 2011 - 1 episode(s)       - 1 hr. 36 min.         - Drama, Historical, Slice of Life                                                  - https://myanimelist.net/anime/37366
Texhnolyze                                                                                        - 7.78  - 2003 - 22 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Psychological, Drama                                              - https://myanimelist.net/anime/26
The Snack World: Hitogirai no Renny                                                               - 5.25  - 2016 - 1 episode(s)       - 9 min.                - Adventure, Comedy, Kids, Fantasy                                                  - https://myanimelist.net/anime/34416
The Sun Sank                                                                                      - 4.42  - 2009 - 1 episode(s)       - 5 min.                - Music                                                                             - https://myanimelist.net/anime/36066
To LOVE-Ru Darkness OVA                                                                           - 7.76  - 2012 - 6 episode(s)       - 25 min. per ep.       - Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen                            - https://myanimelist.net/anime/13851
Tokimeki Memorial: Forever With You                                                               - 6.20  - 1999 - 2 episode(s)       - 50 min. per ep.       - Drama, Romance, School                                                            - https://myanimelist.net/anime/2179
Tonari no Yamada-kun                                                                              - 7.33  - 1999 - 1 episode(s)       - 1 hr. 44 min.         - Slice of Life, Comedy                                                             - https://myanimelist.net/anime/415
Tori vs. Buta: Buttobi Pizza Battle                                                               - 4.35  - 2017 - 1 episode(s)       - 2 min.                - Music                                                                             - https://myanimelist.net/anime/35958
Toshi Keikaku                                                                                     - 4.40  - 2012 - 1 episode(s)       - 6 min.                - Music                                                                             - https://myanimelist.net/anime/36082
Toyama Kankou Anime Project                                                                       - 5.52  - 2009 - 6 episode(s)       - 5 min. per ep.        - Slice of Life, Historical                                                         - https://myanimelist.net/anime/10511
Tsubasa: Shunraiki                                                                                - 8.21  - 2009 - 2 episode(s)       - 29 min. per ep.       - Action, Adventure, Mystery, Supernatural, Drama, Magic, Romance, Fantasy, Shounen - https://myanimelist.net/anime/4938
Tsundere Inran Shoujo Sukumi                                                                      - 6.64  - 2012 - 2 episode(s)       - 17 min. per ep.       - Hentai                                                                            - https://myanimelist.net/anime/11997
Tsuru ni Notte: Tomoko no Bouken                                                                  - 6.46  - 1993 - 1 episode(s)       - 27 min.               - Drama                                                                             - https://myanimelist.net/anime/5917
Ttori wa Zeta Robot                                                                               - 5.83  - 1985 - 1 episode(s)       - 1 hr.                 - Action, Adventure, Kids, Mecha                                                    - https://myanimelist.net/anime/16798
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood                                                     - 7.14  - 1994 - 1 episode(s)       - 10 min.               - Action, Mecha, Sci-Fi, Shounen                                                    - https://myanimelist.net/anime/2300
Uchuujin Tanaka Tarou                                                                             - 6.27  - 2000 - 24 episode(s)      - 20 min. per ep.       - Comedy, School, Shounen                                                           - https://myanimelist.net/anime/2566
Ultraman Kids: Haha wo Tazunete 3000-man Kounen                                                   - 6.53  - 1991 - 26 episode(s)      - 24 min. per ep.       - Kids, Space                                                                       - https://myanimelist.net/anime/8753
Ultraman Kids: M7.8 Sei no Yukai na Nakama                                                        - 5.33  - 1984 - 1 episode(s)       - 25 min.               - Kids, Super Power                                                                 - https://myanimelist.net/anime/10909
Wagahai wa Neko de Aru                                                                            - 6.28  - 1982 - 1 episode(s)       - 1 hr. 15 min.         - Comedy, Historical, Slice of Life                                                 - https://myanimelist.net/anime/20145
Wakakusa Monogatari: Nan to Jo-sensei                                                             - 7.81  - 1993 - 40 episode(s)      - 25 min. per ep.       - Drama, Historical, School, Slice of Life                                          - https://myanimelist.net/anime/2558
Waku Waku Koma-chan                                                                               - 4.00  - 2016 - 1 episode(s)       - 12 min.               - Adventure, Kids                                                                   - https://myanimelist.net/anime/33480
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan                                                - 5.76  - 1977 - 1 episode(s)       - 25 min.               - Mecha, Sci-Fi                                                                     - https://myanimelist.net/anime/8707
Wamono                                                                                            - 5.16  - 2010 - 1 episode(s)       - 4 min.                - Music                                                                             - https://myanimelist.net/anime/15529
Warau Salesman                                                                                    - 6.64  - 1989 - 103 episode(s)     - 10 min. per ep.       - Psychological, Supernatural, Drama, Seinen                                        - https://myanimelist.net/anime/3077
Whistle! (ONA)                                                                                    - 5.87  - 2016 - Unknown episode(s) - Unknown               - Sports, School, Shounen                                                           - https://myanimelist.net/anime/34022
Wild 7                                                                                            - 6.13  - 1994 - 2 episode(s)       - 55 min. per ep.       - Action, Police, Drama, Shounen                                                    - https://myanimelist.net/anime/1959
Winter Sonata Episode 0                                                                           - 6.56  - 2009 - 1 episode(s)       - 25 min.               - Drama, Romance                                                                    - https://myanimelist.net/anime/7377
Winter Sonata                                                                                     - 7.49  - 2009 - 26 episode(s)      - 25 min. per ep.       - Drama, Romance                                                                    - https://myanimelist.net/anime/4189
Wish                                                                                              - 6.69  - 1997 - 1 episode(s)       - 5 min.                - Music, Shoujo                                                                     - https://myanimelist.net/anime/1958
Wolf Guy                                                                                          - 5.61  - 1992 - 6 episode(s)       - 26 min. per ep.       - Action, Military, Sci-Fi                                                          - https://myanimelist.net/anime/9526
Wonderful Days                                                                                    - 7.13  - 2003 - 1 episode(s)       - 1 hr. 23 min.         - Action, Drama, Romance, Sci-Fi                                                    - https://myanimelist.net/anime/548
World Fool News (TV)                                                                              - 6.06  - 2014 - 12 episode(s)      - 10 min. per ep.       - Slice of Life, Comedy                                                             - https://myanimelist.net/anime/18205
Xiong Chumo Zhi: Duo Bao Xiong Bing                                                               - 3.80  - 2014 - 1 episode(s)       - 1 hr. 36 min.         - Adventure, Comedy                                                                 - https://myanimelist.net/anime/32808
Yamada-kun to 7-nin no Majo (OVA)                                                                 - 7.58  - 2014 - 2 episode(s)       - 30 min. per ep.       - Comedy, Romance, School, Shounen                                                  - https://myanimelist.net/anime/24627
Yankee Reppuu-tai                                                                                 - 5.67  - 1989 - 6 episode(s)       - 50 min. per ep.       - Adventure, Drama, Shounen                                                         - https://myanimelist.net/anime/12791
Yokohama Bakkure-tai                                                                              - 6.67  - 1993 - 4 episode(s)       - 50 min. per ep.       - Action, Comedy, Romance, Shounen                                                  - https://myanimelist.net/anime/25815
Yomigaeru Sora: Rescue Wings Special                                                              - 7.04  - 2006 - 1 episode(s)       - 22 min.               - Drama, Military, Seinen                                                           - https://myanimelist.net/anime/1843
Youjo Senki Recap                                                                                 - 6.34  - 2017 - 1 episode(s)       - 24 min.               - Military, Magic                                                                   - https://myanimelist.net/anime/34904
Youjuu Kyoushitsu Gaiden                                                                          - 5.55  - 1995 - 4 episode(s)       - 30 min. per ep.       - Hentai, Horror, Demons                                                            - https://myanimelist.net/anime/2339
Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!                       - 6.64  - 2016 - 1 episode(s)       - 1 hr. 30 min.         - Comedy, Kids, Supernatural                                                        - https://myanimelist.net/anime/32222
Yubisaki Annainin Shirudaku Settai Okawari Sanhaime                                               - 5.88  - 2010 - 3 episode(s)       - 30 min. per ep.       - Hentai                                                                            - https://myanimelist.net/anime/9326
Yuuki Yuuna wa Yuusha de Aru                                                                      - 7.47  - 2014 - 12 episode(s)      - 24 min. per ep.       - Slice of Life, Psychological, Drama, Magic, Fantasy                               - https://myanimelist.net/anime/25519
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!                    - 6.90  - 2016 - 1 episode(s)       - 26 min.               - Adventure, Game, Shounen                                                          - https://myanimelist.net/anime/33997
Yu☆Gi☆Oh! Zexal Special                                                                           - 6.22  - 2012 - 1 episode(s)       - 8 min.                - Action, Fantasy, Game, Shounen                                                    - https://myanimelist.net/anime/16574
Zan Sayonara Zetsubou Sensei Bangaichi                                                            - 7.89  - 2009 - 2 episode(s)       - 26 min. per ep.       - Comedy, Parody, School                                                            - https://myanimelist.net/anime/7044
xxxHOLiC Shunmuki                                                                                 - 8.16  - 2009 - 2 episode(s)       - 26 min. per ep.       - Mystery, Comedy, Psychological, Supernatural, Drama                               - https://myanimelist.net/anime/4918
