Title                                                                                          - Score - Year    - Num Eps            - Duration             - Genre(s)                                                                 - Link
Loups=Garous                                                                                   - 6.37  - 2010    - 1 episode(s)       - 1 hr. 38 min.        - Sci-Fi, Mystery, Thriller                                                - https://myanimelist.net/anime/7598
Machi Ichiban no Kechinbou                                                                     - 5.49  - 1978    - 1 episode(s)       - 55 min.              - Supernatural, Historical, Music, Drama                                   - https://myanimelist.net/anime/19971
Mai Mai Shinko to Sennen no Mahou                                                              - 7.32  - 2009    - 1 episode(s)       - 1 hr. 33 min.        - Adventure, Drama                                                         - https://myanimelist.net/anime/5084
Majo no Takkyuubin                                                                             - 8.29  - 1989    - 1 episode(s)       - 1 hr. 45 min.        - Adventure, Comedy, Drama, Magic, Romance, Fantasy                        - https://myanimelist.net/anime/512
Makai Tenshou                                                                                  - 5.29  - 1998    - 2 episode(s)       - 40 min. per ep.      - Action, Supernatural, Samurai, Historical                                - https://myanimelist.net/anime/1455
Makai Toshi Shinjuku                                                                           - 6.30  - 1988    - 1 episode(s)       - 1 hr. 19 min.        - Adventure, Horror, Romance, Shounen, Supernatural                        - https://myanimelist.net/anime/499
Makiba no Shoujo Katri Specials                                                                - 6.60  - 2001    - 2 episode(s)       - 45 min. per ep.      - Adventure, Slice of Life, Historical, Drama                              - https://myanimelist.net/anime/25073
Mang Huang Ji                                                                                  - 6.40  - 2015    - 19 episode(s)      - 12 min. per ep.      - Action, Adventure, Fantasy, Historical, Martial Arts                     - https://myanimelist.net/anime/37186
Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!                             - 6.80  - 2013    - 1 episode(s)       - 23 min.              - Adventure, Demons, Fantasy, Romance                                      - https://myanimelist.net/anime/17743
Mardock Scramble: The First Compression                                                        - 7.58  - 2010    - 1 episode(s)       - 1 hr. 10 min.        - Action, Sci-Fi, Psychological                                            - https://myanimelist.net/anime/8100
Mardock Scramble: The Second Combustion                                                        - 7.47  - 2011    - 1 episode(s)       - 1 hr. 4 min.         - Action, Psychological, Sci-Fi                                            - https://myanimelist.net/anime/10624
Mardock Scramble: The Third Exhaust                                                            - 7.54  - 2012    - 1 episode(s)       - 1 hr. 8 min.         - Action, Psychological, Sci-Fi                                            - https://myanimelist.net/anime/12053
Meiken Jolie                                                                                   - 6.81  - 1981    - 52 episode(s)      - 22 min. per ep.      - Adventure, Historical                                                    - https://myanimelist.net/anime/3836
Meiken Lassie: Yume ni Mukatte Hashire!                                                        - 6.50  - 2002    - 1 episode(s)       - 23 min.              - Adventure, Kids, Slice of Life                                           - https://myanimelist.net/anime/35593
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki                                  - 6.61  - 1984    - 1 episode(s)       - 46 min.              - Adventure, Comedy, Mystery                                               - https://myanimelist.net/anime/15347
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki - 6.63  - 1986    - 1 episode(s)       - 46 min.              - Adventure, Comedy, Mystery                                               - https://myanimelist.net/anime/20441
Meitantei Holmes                                                                               - 7.44  - 1984    - 26 episode(s)      - 25 min. per ep.      - Action, Adventure, Mystery, Comedy, Police                               - https://myanimelist.net/anime/1972
Michitekuru Toki no Mukou ni                                                                   - 6.43  - 1991    - 1 episode(s)       - 1 hr. 16 min.        - Adventure, Fantasy, Romance                                              - https://myanimelist.net/anime/16586
Mirai Shounen Conan (Movie)                                                                    - 7.09  - 1979    - 1 episode(s)       - 2 hr. 2 min.         - Adventure, Drama, Sci-Fi                                                 - https://myanimelist.net/anime/7308
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu                                               - 6.86  - 1984    - 1 episode(s)       - 47 min.              - Sci-Fi, Adventure, Drama                                                 - https://myanimelist.net/anime/2614
Mirai Shounen Conan                                                                            - 8.13  - 1978    - 26 episode(s)      - 29 min. per ep.      - Adventure, Drama, Sci-Fi                                                 - https://myanimelist.net/anime/302
Mo Dao Zu Shi                                                                                  - N/A   - 2018    - Unknown episode(s) - Unknown              - Action, Adventure, Comedy, Historical, Mystery, Shounen Ai, Supernatural - https://myanimelist.net/anime/37208
Mo Ri Shu Guang                                                                                - N/A   - 2018    - Unknown episode(s) - Unknown              - Action, Horror, Psychological, Supernatural, Thriller, Shounen Ai        - https://myanimelist.net/anime/37291
Mobile Suit Gundam Unicorn RE:0096                                                             - 7.56  - 2016    - 22 episode(s)      - 23 min. per ep.      - Action, Drama, Mecha, Military, Sci-Fi, Space                            - https://myanimelist.net/anime/32792
Mobile Suit Gundam Unicorn: One of Seventy Two                                                 - 6.63  - 2013    - 1 episode(s)       - Unknown              - Mecha                                                                    - https://myanimelist.net/anime/23943
Mobile Suit Gundam Unicorn                                                                     - 8.31  - 2010    - 7 episode(s)       - 1 hr. 2 min. per ep. - Action, Drama, Mecha, Military, Sci-Fi, Space                            - https://myanimelist.net/anime/6336
Mobile Suit Gundam: Char's Counterattack                                                       - 7.77  - 1988    - 1 episode(s)       - 1 hr. 59 min.        - Military, Sci-Fi, Space, Drama, Mecha                                    - https://myanimelist.net/anime/87
Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei                                               - 6.26  - 2017    - 1 episode(s)       - Unknown              - Action, Military, Sci-Fi, Space, Mecha                                   - https://myanimelist.net/anime/36436
Mobile Suit Gundam: Twilight Axis                                                              - 5.09  - 2017    - 6 episode(s)       - 3 min. per ep.       - Action, Military, Sci-Fi, Space, Mecha                                   - https://myanimelist.net/anime/35224
Moshidora                                                                                      - 6.97  - 2011    - 10 episode(s)      - 24 min. per ep.      - Drama, Sports                                                            - https://myanimelist.net/anime/9693
Mouryou no Hako Special                                                                        - 6.73  - 2009    - 1 episode(s)       - 16 min.              - Mystery, Seinen, Supernatural, Thriller                                  - https://myanimelist.net/anime/6736
Mouryou no Hako                                                                                - 7.28  - 2008    - 13 episode(s)      - 23 min. per ep.      - Mystery, Psychological, Supernatural, Thriller, Seinen                   - https://myanimelist.net/anime/4879
NHK ni Youkoso!                                                                                - 8.38  - 2006    - 24 episode(s)      - 24 min. per ep.      - Comedy, Psychological, Drama, Romance                                    - https://myanimelist.net/anime/1210
Nana Toshi Monogatari: Hokkyokukai Sensen                                                      - 6.36  - 1994    - 2 episode(s)       - 29 min. per ep.      - Sci-Fi, Drama                                                            - https://myanimelist.net/anime/4617
Neko no Dayan                                                                                  - 5.60  - 2014    - 52 episode(s)      - 3 min. per ep.       - Kids, Magic                                                              - https://myanimelist.net/anime/23555
Nerawareta Gakuen                                                                              - 7.18  - 2012    - 1 episode(s)       - 1 hr. 46 min.        - Sci-Fi, Romance, School                                                  - https://myanimelist.net/anime/14293
Nezha Nao Hai                                                                                  - 6.61  - 1979    - 1 episode(s)       - 1 hr. 5 min.         - Kids                                                                     - https://myanimelist.net/anime/8783
Nijiiro Hotaru: Eien no Natsuyasumi                                                            - 7.11  - 2012    - 1 episode(s)       - 1 hr. 45 min.        - Fantasy, Romance, Slice of Life                                          - https://myanimelist.net/anime/6219
Nils no Fushigi na Tabi (Movie)                                                                - 6.59  - 1981    - 1 episode(s)       - 1 hr. 22 min.        - Kids, Adventure, Fantasy                                                 - https://myanimelist.net/anime/7664
Nils no Fushigi na Tabi                                                                        - 7.12  - 1980    - 52 episode(s)      - 25 min. per ep.      - Kids, Adventure, Fantasy                                                 - https://myanimelist.net/anime/2151
Ningen Shikkaku: Director's Cut-ban                                                            - 7.58  - 2009    - 1 episode(s)       - 1 hr. 29 min.        - Drama, Historical, Psychological, Seinen                                 - https://myanimelist.net/anime/7651
Ninja Slayer From Animation                                                                    - 6.60  - 2015    - 26 episode(s)      - 12 min. per ep.      - Action                                                                   - https://myanimelist.net/anime/23605
No.6                                                                                           - 7.72  - 2011    - 11 episode(s)      - 23 min. per ep.      - Action, Sci-Fi, Mystery, Drama                                           - https://myanimelist.net/anime/10161
Nuwa Chengzhang Riji                                                                           - 6.43  - 2016    - 30 episode(s)      - 9 min. per ep.       - Comedy, Fantasy                                                          - https://myanimelist.net/anime/33038
Ochame na Futago: Claire Gakuin Monogatari                                                     - 7.12  - 1991    - 26 episode(s)      - 25 min. per ep.      - Kids, Slice of Life, Comedy, Historical, School, Shoujo                  - https://myanimelist.net/anime/2570
Ohoshisama no Rail                                                                             - 7.29  - 1993    - 1 episode(s)       - 1 hr. 19 min.        - Drama, Historical                                                        - https://myanimelist.net/anime/1329
Oide yo! Shiritsu Yarimakuri Gakuen                                                            - 7.00  - 2016    - Unknown episode(s) - 20 min.              - Hentai                                                                   - https://myanimelist.net/anime/33768
Omedetou Jesus-sama                                                                            - 5.50  - 2005    - 1 episode(s)       - 20 min.              - Historical, Kids                                                         - https://myanimelist.net/anime/26197
Omoide no Marnie                                                                               - 8.28  - 2014    - 1 episode(s)       - 1 hr. 43 min.        - Mystery, Psychological, Drama                                            - https://myanimelist.net/anime/21557
Onihei: Sono Otoko, Heizou Hasegawa                                                            - 6.41  - 2017    - 1 episode(s)       - 40 min.              - Historical, Seinen                                                       - https://myanimelist.net/anime/34589
Onihei                                                                                         - 7.37  - 2017    - 13 episode(s)      - 23 min. per ep.      - Historical, Seinen                                                       - https://myanimelist.net/anime/33983
Oseam                                                                                          - 7.37  - 2003    - 1 episode(s)       - 1 hr. 17 min.        - Adventure, Drama                                                         - https://myanimelist.net/anime/2141
Oshie to Tabi Suru Otoko                                                                       - N/A   - 2018    - 1 episode(s)       - 2 hr.                - Mystery, Psychological                                                   - https://myanimelist.net/anime/37365
Otona Joshi no Anime Time                                                                      - 7.50  - 2011    - 4 episode(s)       - 25 min. per ep.      - Slice of Life, Drama, Romance, Josei                                     - https://myanimelist.net/anime/10178
Ougon Bat                                                                                      - 6.53  - 1967    - 52 episode(s)      - 25 min. per ep.      - Action, Sci-Fi, Super Power                                              - https://myanimelist.net/anime/3900
Ousama Game The Animation 2                                                                    - N/A   - Unknown - Unknown episode(s) - Unknown              - Drama, Horror, Mystery, School, Supernatural                             - https://myanimelist.net/anime/36974
Ousama Game The Animation                                                                      - 5.18  - 2017    - 12 episode(s)      - 23 min. per ep.      - Dementia, Supernatural, School, Drama, Horror, Mystery                   - https://myanimelist.net/anime/36027
Paprika                                                                                        - 8.12  - 2006    - 1 episode(s)       - 1 hr. 30 min.        - Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy      - https://myanimelist.net/anime/1943
Patapata Hikousen no Bouken                                                                    - 7.61  - 2002    - 26 episode(s)      - 24 min. per ep.      - Adventure, Sci-Fi                                                        - https://myanimelist.net/anime/708
Penguin Highway                                                                                - N/A   - 2018    - 1 episode(s)       - Unknown              - Sci-Fi, Fantasy                                                          - https://myanimelist.net/anime/37407
Perfect Blue                                                                                   - 8.32  - 1998    - 1 episode(s)       - 1 hr. 20 min.        - Dementia, Horror, Psychological, Drama                                   - https://myanimelist.net/anime/437
Perrine Monogatari                                                                             - 7.63  - 1978    - 53 episode(s)      - 25 min. per ep.      - Slice of Life, Historical, Drama, Shoujo                                 - https://myanimelist.net/anime/2549
Pinocchio yori Piccolino no Bouken                                                             - 6.21  - 1976    - 52 episode(s)      - 20 min. per ep.      - Adventure, Kids                                                          - https://myanimelist.net/anime/2567
Pipi Tobenai Hotaru                                                                            - 5.00  - 1996    - 1 episode(s)       - 1 hr. 30 min.        - Drama, Fantasy                                                           - https://myanimelist.net/anime/19909
Platonic Chain: Ansatsu Jikkouchuu                                                             - 3.60  - 2005    - 1 episode(s)       - 6 min.               - Sci-Fi, Slice of Life                                                    - https://myanimelist.net/anime/34476
Platonic Chain: Web                                                                            - 5.77  - 2003    - 1 episode(s)       - 15 min.              - Sci-Fi, Slice of Life                                                    - https://myanimelist.net/anime/5492
Platonic Chain                                                                                 - 5.67  - 2002    - 24 episode(s)      - 6 min. per ep.       - Sci-Fi, Slice of Life                                                    - https://myanimelist.net/anime/611
Porphy no Nagai Tabi                                                                           - 7.14  - 2008    - 52 episode(s)      - 24 min. per ep.      - Drama, Historical, Kids, Slice of Life                                   - https://myanimelist.net/anime/3424
Princess Sara                                                                                  - 7.81  - 1985    - 46 episode(s)      - 25 min. per ep.      - Slice of Life, Historical, Drama, Shoujo                                 - https://myanimelist.net/anime/2547
Qin Shi Ming Yue 3D: Dianying Longteng Wanli                                                   - 6.39  - 2014    - 1 episode(s)       - 1 hr. 38 min.        - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/29910
Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi                                                    - 5.91  - 2015    - 1 episode(s)       - 15 min.              - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/33278
Qin Shi Ming Yue Zhi: Luosheng Tangxia                                                         - 6.23  - 2014    - 1 episode(s)       - 18 min.              - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/29937
Qin Shi Ming Yue: Bai Bu Fei Jian                                                              - 6.68  - 2007    - 10 episode(s)      - 22 min. per ep.      - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/9806
Qin Shi Ming Yue: Guoqing Tebie Pian                                                           - 3.90  - 2015    - 1 episode(s)       - 9 min.               - Action, Comedy, Parody, Martial Arts                                     - https://myanimelist.net/anime/33258
Qin Shi Ming Yue: Junlin Tianxia                                                               - 7.72  - 2014    - 75 episode(s)      - 26 min. per ep.      - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/29936
Qin Shi Ming Yue: Kong Shan Niao Yu                                                            - 6.73  - 2014    - 3 episode(s)       - 26 min. per ep.      - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/29935
Qin Shi Ming Yue: Ye Jin Tianming                                                              - 7.12  - 2008    - 18 episode(s)      - 22 min. per ep.      - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/11841
Qin Shi Ming Yue: Zhu Zi Bai Jia                                                               - 7.36  - 2010    - 34 episode(s)      - 22 min. per ep.      - Action, Historical, Martial Arts, Fantasy                                - https://myanimelist.net/anime/11835
Quanzhi Fashi 2nd Season                                                                       - 6.66  - 2017    - 12 episode(s)      - 18 min. per ep.      - Action, Magic, Fantasy, School                                           - https://myanimelist.net/anime/36318
Quanzhi Fashi                                                                                  - 7.55  - 2016    - 12 episode(s)      - 18 min. per ep.      - Action, Magic, Fantasy, School                                           - https://myanimelist.net/anime/34300
Quanzhi Gaoshou (2018)                                                                         - 8.29  - 2018    - 3 episode(s)       - 30 min. per ep.      - Action, Game                                                             - https://myanimelist.net/anime/37078
Quanzhi Gaoshou                                                                                - 8.08  - 2017    - 12 episode(s)      - 24 min. per ep.      - Action, Game                                                             - https://myanimelist.net/anime/33926
RDG: Red Data Girl                                                                             - 6.66  - 2013    - 12 episode(s)      - 24 min. per ep.      - Fantasy, Magic                                                           - https://myanimelist.net/anime/14921
Rean no Tsubasa                                                                                - 5.82  - 2005    - 6 episode(s)       - 24 min. per ep.      - Fantasy, Mecha, Sci-Fi                                                   - https://myanimelist.net/anime/574
Romeo no Aoi Sora Specials                                                                     - 6.74  - 2001    - 2 episode(s)       - 45 min. per ep.      - Adventure, Drama, Historical, Slice of Life                              - https://myanimelist.net/anime/23581
Romeo no Aoi Sora                                                                              - 8.45  - 1995    - 33 episode(s)      - 23 min. per ep.      - Adventure, Drama, Historical, Slice of Life                              - https://myanimelist.net/anime/2559
Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou                              - 5.41  - 2016    - 1 episode(s)       - 22 sec.              - Comedy                                                                   - https://myanimelist.net/anime/36835
Rudolf to Ippaiattena                                                                          - 6.88  - 2016    - 1 episode(s)       - 1 hr. 30 min.        - Adventure, Kids                                                          - https://myanimelist.net/anime/31373
Saber Marionette J Again                                                                       - 7.30  - 1997    - 6 episode(s)       - 27 min. per ep.      - Action, Sci-Fi, Harem, Comedy, Romance, Mecha                            - https://myanimelist.net/anime/1191
Saikyou Bushouden: Sangoku Engi                                                                - 6.95  - 2010    - 52 episode(s)      - 25 min. per ep.      - Historical                                                               - https://myanimelist.net/anime/6902
Saiyuuki: Son Gokuu Monogatari                                                                 - 6.09  - 1926    - 1 episode(s)       - 8 min.               - Adventure                                                                - https://myanimelist.net/anime/7496
Saiyuuki                                                                                       - 6.47  - 1960    - 1 episode(s)       - 1 hr. 28 min.        - Adventure                                                                - https://myanimelist.net/anime/4481
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru                                             - 7.47  - 2015    - 12 episode(s)      - 23 min. per ep.      - Mystery                                                                  - https://myanimelist.net/anime/30187
Sasurai no Shoujo Nell                                                                         - 6.29  - 1979    - 26 episode(s)      - 24 min. per ep.      - Adventure, Historical, Shoujo                                            - https://myanimelist.net/anime/3877
Satsujin Kippu wa Heart-iro                                                                    - 5.61  - 1990    - 1 episode(s)       - 50 min.              - Mystery, Shoujo                                                          - https://myanimelist.net/anime/16247
Seirei no Moribito                                                                             - 8.21  - 2007    - 26 episode(s)      - 25 min. per ep.      - Action, Adventure, Historical, Fantasy                                   - https://myanimelist.net/anime/1827
Seishun Anime Zenshuu Specials                                                                 - 5.53  - 1987    - 2 episode(s)       - 23 min. per ep.      - Drama, Historical                                                        - https://myanimelist.net/anime/32897
Sengoku Kitan Youtouden                                                                        - 6.08  - 1987    - 3 episode(s)       - 42 min. per ep.      - Action, Demons, Martial Arts                                             - https://myanimelist.net/anime/3600
Sentou Yousei Yukikaze                                                                         - 7.26  - 2002    - 5 episode(s)       - 37 min. per ep.      - Action, Drama, Military, Psychological, Sci-Fi, Space                    - https://myanimelist.net/anime/1080
Sheng Shi Zhuang Niang                                                                         - N/A   - 2018    - Unknown episode(s) - Unknown              - Game, Historical, Drama, Romance, Shoujo                                 - https://myanimelist.net/anime/37209
Shiawasette Naani                                                                              - 5.21  - 1991    - 1 episode(s)       - 15 min.              - Fantasy                                                                  - https://myanimelist.net/anime/13441
Shiki Specials                                                                                 - 7.90  - 2011    - 2 episode(s)       - 23 min. per ep.      - Horror, Mystery, Supernatural, Vampire                                   - https://myanimelist.net/anime/10083
Shin Chou Kyou Ryo: Condor Hero                                                                - 7.49  - 2001    - 26 episode(s)      - 24 min. per ep.      - Adventure, Drama, Historical, Romance                                    - https://myanimelist.net/anime/959
Shin Takarajima                                                                                - 5.51  - 1965    - 1 episode(s)       - 55 min.              - Adventure, Kids                                                          - https://myanimelist.net/anime/15823
Shingeki no Kyojin: Lost Girls                                                                 - 8.16  - 2017    - 3 episode(s)       - 25 min. per ep.      - Action, Drama, Fantasy, Horror, Supernatural                             - https://myanimelist.net/anime/36106
Shinsekai yori                                                                                 - 8.49  - 2012    - 25 episode(s)      - 22 min. per ep.      - Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama              - https://myanimelist.net/anime/13125
Shiroi Kiba White Fang Monogatari                                                              - 6.45  - 1982    - 1 episode(s)       - 1 hr. 13 min.        - Adventure, Historical, Drama                                             - https://myanimelist.net/anime/5933
Shisha no Teikoku                                                                              - 7.02  - 2015    - 1 episode(s)       - 2 hr.                - Sci-Fi, Historical, Psychological                                        - https://myanimelist.net/anime/28625
Shishou Series                                                                                 - N/A   - Unknown - Unknown episode(s) - Unknown              - Horror, Supernatural, School, Seinen                                     - https://myanimelist.net/anime/30223
Shou-chan Sora wo Tobu                                                                         - 5.07  - 1992    - 1 episode(s)       - 1 hr. 3 min.         - Horror, Sci-Fi                                                           - https://myanimelist.net/anime/30960
Shoukoushi Cedie                                                                               - 7.62  - 1988    - 43 episode(s)      - 24 min. per ep.      - Slice of Life, Drama, Shoujo                                             - https://myanimelist.net/anime/2555
Shounen Hollywood: Holly Stage for 49                                                          - 6.15  - 2014    - 13 episode(s)      - 24 min. per ep.      - Music, Slice of Life, Shoujo                                             - https://myanimelist.net/anime/23151
Shounen Santa no Daibouken!                                                                    - 6.14  - 1996    - 24 episode(s)      - 23 min. per ep.      - Adventure, Fantasy, Shounen                                              - https://myanimelist.net/anime/7639
Shuranosuke Zanmaken: Shikamamon no Otoko                                                      - 4.85  - 1990    - 1 episode(s)       - 49 min.              - Action, Supernatural, Historical, Thriller                               - https://myanimelist.net/anime/1451
Sore Ike! Zukkoke Sannin-gumi                                                                  - 6.31  - 2004    - 26 episode(s)      - 25 min. per ep.      - Comedy, Kids, School                                                     - https://myanimelist.net/anime/11497
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999)                                                   - 6.70  - 1999    - 26 episode(s)      - 25 min. per ep.      - Action, Sci-Fi, Adventure                                                - https://myanimelist.net/anime/1618
Soreyuke! Uchuu Senkan Yamamoto Yohko II                                                       - 6.36  - 1997    - 3 episode(s)       - 30 min. per ep.      - Action, Sci-Fi, Adventure                                                - https://myanimelist.net/anime/1671
Soreyuke! Uchuu Senkan Yamamoto Yohko                                                          - 6.23  - 1996    - 3 episode(s)       - 30 min. per ep.      - Sci-Fi, Adventure, Comedy                                                - https://myanimelist.net/anime/1100
Souryuuden                                                                                     - 6.69  - 1991    - 12 episode(s)      - 45 min. per ep.      - Mystery, Super Power, Supernatural, Drama                                - https://myanimelist.net/anime/1742
Spider Riders: Oracle no Yuusha-tachi                                                          - 6.71  - 2006    - 26 episode(s)      - 23 min. per ep.      - Action, Adventure, Mecha                                                 - https://myanimelist.net/anime/2619
Spider Riders: Yomigaeru Taiyou                                                                - 6.79  - 2007    - 26 episode(s)      - 23 min. per ep.      - Action, Adventure, Mecha                                                 - https://myanimelist.net/anime/2620
Spoon Oba-san                                                                                  - 6.78  - 1983    - 130 episode(s)     - 10 min. per ep.      - Kids, Magic                                                              - https://myanimelist.net/anime/2612
Subete ga F ni Naru: The Perfect Insider                                                       - 7.33  - 2015    - 11 episode(s)      - 23 min. per ep.      - Sci-Fi, Mystery, Psychological                                           - https://myanimelist.net/anime/28621
Taiyou no Ko Esteban                                                                           - 7.71  - 1982    - 39 episode(s)      - 27 min. per ep.      - Adventure, Historical, Sci-Fi                                            - https://myanimelist.net/anime/1279
Takarajima (Movie)                                                                             - 6.42  - 1987    - 1 episode(s)       - 1 hr. 28 min.        - Adventure, Drama, Historical, Mystery, Supernatural                      - https://myanimelist.net/anime/21255
Takarajima Memorial: Yuunagi to Yobareta Otoko                                                 - 6.65  - 1992    - 1 episode(s)       - 7 min.               - Adventure, Drama, Historical, Mystery, Supernatural                      - https://myanimelist.net/anime/11685
Takarajima                                                                                     - 8.09  - 1978    - 26 episode(s)      - 24 min. per ep.      - Adventure, Mystery, Historical, Drama                                    - https://myanimelist.net/anime/2618
Tamagawa Kyoudai                                                                               - 6.14  - 1991    - 1 episode(s)       - 18 min.              - Historical                                                               - https://myanimelist.net/anime/36326
Tantei Team KZ Jiken Note                                                                      - 6.26  - 2015    - 16 episode(s)      - 9 min. per ep.       - Mystery, School                                                          - https://myanimelist.net/anime/31221
Tatsu no Ko Tarou                                                                              - 6.97  - 1979    - 1 episode(s)       - 1 hr. 15 min.        - Adventure, Fantasy, Demons, Historical                                   - https://myanimelist.net/anime/1208
Teito Monogatari                                                                               - 6.03  - 1991    - 4 episode(s)       - 47 min. per ep.      - Historical, Horror, Supernatural                                         - https://myanimelist.net/anime/1148
Teki wa Kaizoku: Neko-tachi no Kyouen                                                          - 6.30  - 1990    - 6 episode(s)       - 25 min. per ep.      - Comedy, Sci-Fi                                                           - https://myanimelist.net/anime/2679
Tekkamen wo Oe: "d'Artagnan Monogatari" yori                                                   - 6.26  - 1987    - 1 episode(s)       - 25 min.              - Action, Historical                                                       - https://myanimelist.net/anime/8214
Telepathy Shoujo Ran                                                                           - 6.69  - 2008    - 26 episode(s)      - 24 min. per ep.      - Fantasy, School                                                          - https://myanimelist.net/anime/3668
The Gakuen Choujo-tai                                                                          - 5.51  - 1991    - 1 episode(s)       - 45 min.              - Action, Demons, Shoujo, Super Power                                      - https://myanimelist.net/anime/12401
The Hakkenden: Shin Shou                                                                       - 6.63  - 1993    - 7 episode(s)       - 30 min. per ep.      - Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen    - https://myanimelist.net/anime/12715
The Hakkenden                                                                                  - 6.71  - 1990    - 6 episode(s)       - 30 min. per ep.      - Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen    - https://myanimelist.net/anime/1822
The Sky Crawlers                                                                               - 7.36  - 2008    - 1 episode(s)       - 2 hr. 2 min.         - Drama, Military                                                          - https://myanimelist.net/anime/3089
Toki wo Kakeru Shoujo                                                                          - 8.35  - 2006    - 1 episode(s)       - 1 hr. 38 min.        - Sci-Fi, Adventure, Drama, Romance                                        - https://myanimelist.net/anime/2236
Tokio Kidou Police                                                                             - 6.06  - 1997    - 2 episode(s)       - 27 min. per ep.      - Comedy, Hentai, Parody, Romance                                          - https://myanimelist.net/anime/1405
Toshokan Sensou: Koi no Shougai                                                                - 7.44  - 2008    - 1 episode(s)       - 24 min.              - Action, Military, Comedy, Drama, Romance                                 - https://myanimelist.net/anime/5332
Toshokan Sensou                                                                                - 7.56  - 2008    - 12 episode(s)      - 23 min. per ep.      - Action, Military, Comedy, Romance                                        - https://myanimelist.net/anime/3613
Tottoi                                                                                         - 6.44  - 1992    - 1 episode(s)       - 1 hr. 30 min.        - Adventure, Slice of Life, Kids, Drama                                    - https://myanimelist.net/anime/5535
Tsukumogami Kashimasu                                                                          - N/A   - 2018    - Unknown episode(s) - Unknown              - Comedy, Demons, Historical, Slice of Life, Supernatural                  - https://myanimelist.net/anime/36654
Tsurune                                                                                        - N/A   - 2018    - Unknown episode(s) - Unknown              - Drama, School, Sports                                                    - https://myanimelist.net/anime/36653
Two Down Full Base                                                                             - 6.18  - 1982    - 1 episode(s)       - 1 hr. 25 min.        - Sports, Kids                                                             - https://myanimelist.net/anime/23537
UN-GO: Inga-ron                                                                                - 7.70  - 2011    - 1 episode(s)       - 48 min.              - Mystery, Supernatural                                                    - https://myanimelist.net/anime/11531
UN-GO                                                                                          - 7.49  - 2011    - 11 episode(s)      - 24 min. per ep.      - Mystery, Supernatural                                                    - https://myanimelist.net/anime/10798
Uchouten Kazoku 2                                                                              - 8.22  - 2017    - 12 episode(s)      - 23 min. per ep.      - Slice of Life, Comedy, Drama, Fantasy                                    - https://myanimelist.net/anime/34076
Uchouten Kazoku                                                                                - 7.95  - 2013    - 13 episode(s)      - 24 min. per ep.      - Slice of Life, Comedy, Demons, Drama, Fantasy                            - https://myanimelist.net/anime/17909
Umi ga Kikoeru                                                                                 - 6.89  - 1993    - 1 episode(s)       - 1 hr. 12 min.        - Drama, Romance, School, Slice of Life                                    - https://myanimelist.net/anime/743
Ushiro no Shoumen Daare                                                                        - 7.92  - 1991    - 1 episode(s)       - 1 hr. 30 min.        - Historical, Drama                                                        - https://myanimelist.net/anime/2753
Vampire Hunter D (2000)                                                                        - 7.93  - 2000    - 1 episode(s)       - 1 hr. 37 min.        - Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire                 - https://myanimelist.net/anime/543
Vampire Hunter D                                                                               - 7.22  - 1985    - 1 episode(s)       - 1 hr. 20 min.        - Action, Sci-Fi, Horror, Supernatural, Vampire                            - https://myanimelist.net/anime/732
Vatican Kiseki Chousakan OVA                                                                   - 6.65  - 2018    - 1 episode(s)       - Unknown              - Mystery, Supernatural, Drama, Shounen                                    - https://myanimelist.net/anime/35231
Vatican Kiseki Chousakan                                                                       - 6.44  - 2017    - 12 episode(s)      - 24 min. per ep.      - Mystery, Supernatural, Drama                                             - https://myanimelist.net/anime/34368
Wakakusa Monogatari                                                                            - 6.39  - 1980    - 1 episode(s)       - 1 hr. 8 min.         - Historical, Slice of Life                                                - https://myanimelist.net/anime/4991
Wakakusa no Yon Shimai                                                                         - 6.61  - 1981    - 26 episode(s)      - 23 min. per ep.      - Slice of Life, Historical, Drama                                         - https://myanimelist.net/anime/4132
