Title                                                                                               - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Mobile Suit Gundam F91                                                                              - 6.82  - 1991    - 1 episode(s)       - 2 hr.                 - Military, Sci-Fi, Space, Drama, Mecha                                                                                                                          - https://myanimelist.net/anime/88
Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront                                           - 6.95  - 2008    - 3 episode(s)       - 30 min. per ep.       - Mecha, Sci-Fi                                                                                                                                                  - https://myanimelist.net/anime/4232
Mobile Suit Gundam MS IGLOO: Apocalypse 0079                                                        - 7.04  - 2006    - 3 episode(s)       - 30 min. per ep.       - Mecha, Military, Sci-Fi, Space                                                                                                                                 - https://myanimelist.net/anime/1916
Mobile Suit Gundam MS IGLOO: The Hidden One Year War                                                - 6.91  - 2004    - 3 episode(s)       - 27 min. per ep.       - Mecha, Military, Sci-Fi, Space                                                                                                                                 - https://myanimelist.net/anime/1917
Mobile Suit Gundam ZZ: Gundam Frag.                                                                 - 5.80  - 2009    - 2 episode(s)       - 4 min. per ep.        - Action, Mecha, Military, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/9708
Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda                     - 5.80  - 2016    - 1 episode(s)       - 6 min.                - Comedy, Parody, Mecha                                                                                                                                          - https://myanimelist.net/anime/33228
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension                            - 7.19  - 2013    - 1 episode(s)       - 9 min.                - Action, Mecha, Military                                                                                                                                        - https://myanimelist.net/anime/17717
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.                                             - 5.86  - 2001    - 1 episode(s)       - 10 min.               - Mecha, Military                                                                                                                                                - https://myanimelist.net/anime/20667
Mobile Suit SD Gundam Festival                                                                      - 6.07  - 1993    - 1 episode(s)       - 1 hr. 21 min.         - Action, Comedy, Fantasy, Mecha, Parody                                                                                                                         - https://myanimelist.net/anime/9098
Mobile Suit SD Gundam Mk I                                                                          - 6.46  - 1988    - 3 episode(s)       - 10 min. per ep.       - Mecha, Parody, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/2302
Mobile Suit SD Gundam Mk II                                                                         - 6.45  - 1989    - 3 episode(s)       - 10 min. per ep.       - Mecha, Parody, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/2303
Mobile Suit SD Gundam Mk III                                                                        - 6.08  - 1990    - 6 episode(s)       - 5 min. per ep.        - Mecha, Parody, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/2305
Mobile Suit SD Gundam Mk IV                                                                         - 6.14  - 1990    - 2 episode(s)       - 14 min. per ep.       - Mecha, Parody, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/2304
Mobile Suit SD Gundam Mk V                                                                          - 5.87  - 1990    - 3 episode(s)       - 12 min. per ep.       - Parody, Comedy, Mecha, Sci-Fi                                                                                                                                  - https://myanimelist.net/anime/6792
Mobile Suit SD Gundam Musha, Knight, Commando                                                       - 5.95  - 1991    - 2 episode(s)       - 15 min. per ep.       - Action, Fantasy, Mecha, Comedy, Parody                                                                                                                         - https://myanimelist.net/anime/9087
Mochibei                                                                                            - 3.14  - 2005    - 1 episode(s)       - 57 sec.               - Dementia                                                                                                                                                       - https://myanimelist.net/anime/31586
Modern No.2                                                                                         - 5.50  - 2011    - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/19219
Modern                                                                                              - 5.05  - 2011    - 1 episode(s)       - 6 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/28587
Moegaku★5                                                                                           - 5.82  - 2008    - 40 episode(s)      - 7 min. per ep.        - Magic, Parody                                                                                                                                                  - https://myanimelist.net/anime/3573
Moero Arthur: Hakuba no Ouji                                                                        - 6.27  - 1980    - 22 episode(s)      - 24 min. per ep.       - Adventure, Romance, Historical, Drama                                                                                                                          - https://myanimelist.net/anime/4614
Moero! Top Striker                                                                                  - 6.77  - 1991    - 49 episode(s)      - 24 min. per ep.       - Action, Shounen, Sports                                                                                                                                        - https://myanimelist.net/anime/3438
Moetan Specials                                                                                     - 6.60  - 2007    - 2 episode(s)       - 24 min. per ep.       - Comedy, Ecchi, Magic, School                                                                                                                                   - https://myanimelist.net/anime/4421
Mogitate Marina-chan                                                                                - 5.26  - 1999    - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5423
Mogura no Motoro                                                                                    - 7.88  - 1962    - 1 episode(s)       - 15 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/23005
Mojakou                                                                                             - 7.29  - 1995    - 74 episode(s)      - 25 min. per ep.       - Comedy, Fantasy, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/2736
Mokei Senshi Gunpla Builders Beginning G                                                            - 6.76  - 2010    - 3 episode(s)       - 15 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                                                                                                                 - https://myanimelist.net/anime/9040
Mokke Specials                                                                                      - 7.04  - 2008    - 2 episode(s)       - 23 min. per ep.       - Mystery, Slice of Life, Supernatural                                                                                                                           - https://myanimelist.net/anime/4202
Moldiver                                                                                            - 6.20  - 1993    - 6 episode(s)       - 29 min. per ep.       - Action, Magic, Comedy, Mecha, Romance, Sci-Fi                                                                                                                  - https://myanimelist.net/anime/571
Molly Star-Racer                                                                                    - 5.67  - 2001    - 1 episode(s)       - 2 min.                - Mecha, Music                                                                                                                                                   - https://myanimelist.net/anime/9361
Momoko                                                                                              - 5.43  - 1990    - 2 episode(s)       - 40 min. per ep.       - Hentai, Romance                                                                                                                                                - https://myanimelist.net/anime/9887
Momon&#039;s Sand Witch Episode 0                                                                   - 5.43  - 2014    - 1 episode(s)       - 5 min.                - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/23885
Momon&#039;s Sand Witch                                                                             - 5.41  - 2014    - 8 episode(s)       - 2 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/23881
Momone                                                                                              - 5.26  - 1998    - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3563
Momonga-mon                                                                                         - 5.56  - 2008    - Unknown episode(s) - 5 min.                - Adventure, Kids                                                                                                                                                - https://myanimelist.net/anime/29387
Momotaros no Natsuyasumi                                                                            - 3.97  - 2007    - 1 episode(s)       - 2 min.                - Action, Comedy, Kids, Parody, Super Power                                                                                                                      - https://myanimelist.net/anime/31116
Momotarou no Hi Asobi Yameyou! Hi no Youjin                                                         - 5.83  - 2013    - 1 episode(s)       - 10 min.               - Drama, Fantasy, Historical, Kids                                                                                                                               - https://myanimelist.net/anime/28553
Momoya x Peeping Life: Go en Desu yo! II                                                            - 5.59  - 2013    - 5 episode(s)       - 5 min. per ep.        - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/22671
Momoya x Peeping Life: Go en Desu yo!                                                               - 5.47  - 2013    - 4 episode(s)       - 5 min. per ep.        - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/19337
Monkey Magic                                                                                        - 6.22  - 1998    - 13 episode(s)      - 25 min. per ep.       - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/1139
Monkey Punch no Sekai: Alice                                                                        - 5.64  - 1991    - 1 episode(s)       - 46 min.               - Action, Comedy, Ecchi                                                                                                                                          - https://myanimelist.net/anime/3640
Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special                                        - 6.16  - 2005    - 1 episode(s)       - 15 min.               - Action, Ecchi, Parody, Comedy                                                                                                                                  - https://myanimelist.net/anime/19479
Monkey Punch: Manga Katsudou Daishashin                                                             - 7.20  - 2004    - 12 episode(s)      - 50 min. per ep.       - Action, Adventure, Comedy, Ecchi, Parody, Seinen                                                                                                               - https://myanimelist.net/anime/5343
Monotonous Purgatory                                                                                - 6.21  - 2012    - 1 episode(s)       - 6 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/25641
Monpy                                                                                               - 5.60  - 1997    - 18 episode(s)      - 1 min. per ep.        - Kids, Adventure                                                                                                                                                - https://myanimelist.net/anime/30117
Monster ni Natta Domerica                                                                           - 4.75  - 2011    - 1 episode(s)       - 4 min.                - Action, Fantasy                                                                                                                                                - https://myanimelist.net/anime/24045
Moon Pride                                                                                          - 6.87  - 2014    - 1 episode(s)       - 3 min.                - Music, Supernatural, Magic, Romance                                                                                                                            - https://myanimelist.net/anime/25375
Moonlight Sonata                                                                                    - 5.70  - 2001    - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5556
Mori no Kuma-san                                                                                    - 5.14  - 2009    - 1 episode(s)       - 2 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/30397
Mori no Ratio                                                                                       - 5.58  - 2009    - Unknown episode(s) - 5 min.                - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/29427
Mori no Senshi Bonolon                                                                              - 4.63  - 2007    - 26 episode(s)      - 5 min. per ep.        - Adventure, Fantasy, Kids                                                                                                                                       - https://myanimelist.net/anime/20173
Mori no Tonto-tachi                                                                                 - 6.17  - 1984    - 23 episode(s)      - 25 min. per ep.       - Fantasy, Kids                                                                                                                                                  - https://myanimelist.net/anime/2226
Mori no Youki na Kobito-tachi: Belfy to Lillibit                                                    - 6.51  - 1980    - 26 episode(s)      - 25 min. per ep.       - Adventure, Fantasy, Comedy                                                                                                                                     - https://myanimelist.net/anime/3810
Mori no e                                                                                           - 5.75  - 2011    - 1 episode(s)       - 5 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/29757
Morizo to Kikkoro                                                                                   - 5.53  - 2004    - 52 episode(s)      - 5 min. per ep.        - Kids                                                                                                                                                           - https://myanimelist.net/anime/12613
Moshidora Recap                                                                                     - 5.94  - 2011    - 1 episode(s)       - 1 hr. 13 min.         - Drama, Sports                                                                                                                                                  - https://myanimelist.net/anime/29834
Mother Teresa                                                                                       - 6.83  - 2000    - 1 episode(s)       - 20 min.               - Drama, Historical, Kids                                                                                                                                        - https://myanimelist.net/anime/26281
Mother: Saigo no Shoujo Eve                                                                         - 5.87  - 1993    - 1 episode(s)       - 1 hr. 20 min.         - Adventure, Drama, Sci-Fi                                                                                                                                       - https://myanimelist.net/anime/1154
Motion Lumine                                                                                       - 4.41  - 1978    - 1 episode(s)       - 3 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30331
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu                                                        - 7.29  - 2001    - 1 episode(s)       - 26 min.               - Kids, Magic, Shoujo                                                                                                                                            - https://myanimelist.net/anime/2948
Motto! Ojamajo Doremi                                                                               - 7.32  - 2001    - 50 episode(s)      - 24 min. per ep.       - Magic, Fantasy, Comedy, Shoujo                                                                                                                                 - https://myanimelist.net/anime/352
Mou Hitotsu no Mirai wo.                                                                            - 6.13  - 2013    - 3 episode(s)       - 7 min. per ep.        - Sci-Fi                                                                                                                                                         - https://myanimelist.net/anime/21587
Moudouken Quill no Isshou                                                                           - 5.43  - 2004    - 1 episode(s)       - 25 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/26115
Mousou Kagaku Series: Wandaba Style                                                                 - 6.13  - 2003    - 12 episode(s)      - 24 min. per ep.       - Comedy, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/545
Moyashimon CGI Anime                                                                                - 6.27  - 2010    - 1 episode(s)       - 6 min.                - Comedy, School, Supernatural                                                                                                                                   - https://myanimelist.net/anime/9290
Moyashimon: Kin Gekijou Deluxe                                                                      - 6.83  - 2007    - 4 episode(s)       - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/3618
Mr. Deniroo in Henteko Mushi                                                                        - 4.57  - 2006    - 1 episode(s)       - 8 min.                - Comedy, Kids, Slice of Life                                                                                                                                    - https://myanimelist.net/anime/31643
Mr. Pen Pen II                                                                                      - 5.33  - 1986    - 1 episode(s)       - 46 min.               - Comedy, Kids, Shoujo                                                                                                                                           - https://myanimelist.net/anime/17605
Mr. Shape: High Touch Taisou                                                                        - 3.83  - 2015    - 1 episode(s)       - 3 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/31639
Mr. Shape                                                                                           - 4.79  - 2009    - 3 episode(s)       - 3 min. per ep.        - Kids, Comedy                                                                                                                                                   - https://myanimelist.net/anime/31638
Mugen Senki Portriss                                                                                - 5.60  - 2003    - 52 episode(s)      - 25 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                                                                                                                 - https://myanimelist.net/anime/2735
Mugen no Kyoukai                                                                                    - 5.72  - 2000    - 4 episode(s)       - 30 min. per ep.       - Fantasy, Hentai, Supernatural                                                                                                                                  - https://myanimelist.net/anime/2373
Mujeokcheorin Rambot                                                                                - 3.47  - 1985    - 1 episode(s)       - 1 hr. 10 min.         - Action, Mecha, Shounen, Space                                                                                                                                  - https://myanimelist.net/anime/16796
Mujigen Hunter Fandora                                                                              - 5.81  - 1985    - 3 episode(s)       - 40 min. per ep.       - Adventure, Fantasy, Sci-Fi                                                                                                                                     - https://myanimelist.net/anime/5907
Mujintou Monogatari X                                                                               - 5.52  - 1998    - 4 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3983
Mujintou Monogatari XX                                                                              - 5.46  - 1999    - 4 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5190
Muka Muka Paradise                                                                                  - 6.96  - 1993    - 51 episode(s)      - 25 min. per ep.       - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/4086
Mukougaoka Chisato wa Tada Mitsumeteita no Datta                                                    - 6.17  - 2009    - 1 episode(s)       - 5 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/7415
Mune Kyun! Heartful Cafe                                                                            - 5.85  - 2002    - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/4799
Murder                                                                                              - 5.59  - 1964    - 1 episode(s)       - 10 min.               - Parody, Mystery, Vampire                                                                                                                                       - https://myanimelist.net/anime/3743
Musekinin Kanchou Tylor Music Clip                                                                  - N/A   - 1994    - 14 episode(s)      - 3 min. per ep.        - Action, Comedy, Military, Sci-Fi, Space                                                                                                                        - https://myanimelist.net/anime/37281
Musekinin Kanchou Tylor OVA                                                                         - 7.31  - 1994    - 10 episode(s)      - 37 min. per ep.       - Adventure, Comedy, Drama, Military, Sci-Fi, Space                                                                                                              - https://myanimelist.net/anime/1168
Mushi no Tameiki                                                                                    - 5.47  - 2011    - 1 episode(s)       - 3 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/10941
Mushrambo (2008)                                                                                    - 6.68  - 2008    - 2 episode(s)       - 1 hr. 30 min. per ep. - Action, Adventure, Fantasy, Sci-Fi                                                                                                                             - https://myanimelist.net/anime/4961
Music S.T.A.R.T!!                                                                                   - 7.32  - 2013    - 1 episode(s)       - 5 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/20877
Music Up                                                                                            - 6.15  - 2000    - 52 episode(s)      - 22 min. per ep.       - Music                                                                                                                                                          - https://myanimelist.net/anime/9948
Mutafukaz                                                                                           - N/A   - 2017    - 1 episode(s)       - 1 hr. 30 min.         - Cars                                                                                                                                                           - https://myanimelist.net/anime/36886
Mutant Turtles: Choujin Densetsu-hen                                                                - 5.36  - 1996    - 2 episode(s)       - 28 min. per ep.       - Action, Adventure, Comedy, Sci-Fi, Super Power                                                                                                                 - https://myanimelist.net/anime/1059
Mutekiou Tri-Zenon                                                                                  - 6.01  - 2000    - 22 episode(s)      - 25 min. per ep.       - Mecha, Sci-Fi                                                                                                                                                  - https://myanimelist.net/anime/1975
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special                                  - 6.28  - 2012    - 1 episode(s)       - 24 min.               - Action, Mecha, Military, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/16335
My Life                                                                                             - 6.46  - 2012    - 1 episode(s)       - 4 min.                - Slice of Life, Drama                                                                                                                                           - https://myanimelist.net/anime/16690
My Melody no Akazukin (OVA)                                                                         - 5.96  - 2001    - 1 episode(s)       - 10 min.               - Kids, Fantasy                                                                                                                                                  - https://myanimelist.net/anime/30468
My Melody no Akazukin                                                                               - 5.97  - 1989    - 1 episode(s)       - 33 min.               - Fantasy, Kids                                                                                                                                                  - https://myanimelist.net/anime/14253
Naccio to Pomm                                                                                      - 5.17  - 2003    - 41 episode(s)      - 5 min. per ep.        - Kids, Adventure, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/29371
Nagagutsu Sanjuushi                                                                                 - 6.33  - 1972    - 1 episode(s)       - 52 min.               - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/5006
Nagagutsu wo Haita Neko no Bouken                                                                   - 6.79  - 1992    - 26 episode(s)      - 25 min. per ep.       - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/4468
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu                                                   - 7.11  - 1976    - 1 episode(s)       - 1 hr. 9 min.          - Adventure, Kids                                                                                                                                                - https://myanimelist.net/anime/3752
Nagagutsu wo Haita Neko                                                                             - 7.16  - 1969    - 1 episode(s)       - 1 hr. 20 min.         - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/2279
Nagareboshi Lens Specials                                                                           - 6.31  - 2012    - 3 episode(s)       - 1 min. per ep.        - Romance, Shoujo                                                                                                                                                - https://myanimelist.net/anime/15717
Nagareboshi no Okurimono                                                                            - 5.63  - 2006    - 1 episode(s)       - 30 min.               - Fantasy, Kids                                                                                                                                                  - https://myanimelist.net/anime/23713
Nagasaki 1945: Angelus no Kane                                                                      - 6.21  - 2005    - 1 episode(s)       - 1 hr. 20 min.         - Drama, Historical, Military                                                                                                                                    - https://myanimelist.net/anime/3465
Nagasaki no Kouma                                                                                   - 7.80  - 1984    - 1 episode(s)       - 27 min.               - Historical, Kids                                                                                                                                               - https://myanimelist.net/anime/26147
Nageki no Kenkou Yuuryouji                                                                          - 6.33  - 1994    - 3 episode(s)       - 24 min. per ep.       - Comedy, Hentai, Yuri                                                                                                                                           - https://myanimelist.net/anime/316
Naita Aka Oni (OVA)                                                                                 - 5.60  - 1997    - 1 episode(s)       - 20 min.               - Demons, Drama, Kids                                                                                                                                            - https://myanimelist.net/anime/26305
Namake Gitsune                                                                                      - 4.98  - 1941    - 1 episode(s)       - 11 min.               -                                                                                                                                                                - https://myanimelist.net/anime/34993
Namakemono ga Miteta                                                                                - 6.25  - 1988    - 2 episode(s)       - 29 min. per ep.       - Slice of Life, Music, Seinen                                                                                                                                   - https://myanimelist.net/anime/19817
Namida no Tsubomi                                                                                   - 5.82  - 2005    - 1 episode(s)       - 4 min.                - Music, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/17891
Nanako Kaitai Shinsho                                                                               - 5.75  - 1999    - 6 episode(s)       - 26 min. per ep.       - Comedy, Mecha, Military, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/816
Nanami-chan 2nd Series                                                                              - 6.55  - 2005    - 16 episode(s)      - 5 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/4314
Nanami-chan 3rd Series                                                                              - 6.47  - 2006    - 16 episode(s)      - 5 min. per ep.        - Kids, Comedy                                                                                                                                                   - https://myanimelist.net/anime/4316
Nanami-chan                                                                                         - 6.28  - 2004    - 12 episode(s)      - 5 min. per ep.        - Kids, Comedy                                                                                                                                                   - https://myanimelist.net/anime/749
Nanatsu no Hoshi                                                                                    - 6.21  - 1999    - 1 episode(s)       - 12 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/26335
Nanatsu no Taizai Movie: Tenkuu no Torawarebito                                                     - N/A   - 2018    - 1 episode(s)       - Unknown               - Action, Adventure, Supernatural, Magic, Fantasy, Shounen                                                                                                       - https://myanimelist.net/anime/35946
Nanatsu no Umi no Tico Specials                                                                     - 6.54  - 2001    - 2 episode(s)       - 45 min. per ep.       - Adventure, Slice of Life                                                                                                                                       - https://myanimelist.net/anime/25083
Nanbo no Monjai! 2: Yankee Gurentai                                                                 - 5.17  - 1993    - 1 episode(s)       - 45 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19797
Nanbo no Monjai! Yankee Gurentai                                                                    - 5.38  - 1992    - 1 episode(s)       - 45 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19783
Nanchatte!                                                                                          - 3.71  - 2010    - 2 episode(s)       - 1 min. per ep.        - Parody, Comedy                                                                                                                                                 - https://myanimelist.net/anime/8959
Nandaka Velonica                                                                                    - 6.09  - 2014    - 10 episode(s)      - 10 min. per ep.       - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/22381
Nandarou                                                                                            - 5.32  - 1992    - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/2897
Nani ga Dekiru ka na                                                                                - 4.90  - 2009    - 1 episode(s)       - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/30398
Naniwa Kinyuu Den: Minami no Teiou                                                                  - 5.29  - 1993    - 2 episode(s)       - 45 min. per ep.       - Comedy, Drama, Seinen                                                                                                                                          - https://myanimelist.net/anime/18631
Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen                                          - 7.00  - 1993    - 1 episode(s)       - 59 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19745
Naniwa Yuukyouden: Kanketsu-hen                                                                     - 6.36  - 1993    - 1 episode(s)       - 58 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19753
Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen                                              - 6.50  - 1993    - 1 episode(s)       - 59 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19749
Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen                                                   - 6.53  - 1992    - 1 episode(s)       - 58 min.               - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19729
Naniwa Yuukyouden                                                                                   - 5.88  - 1992    - 1 episode(s)       - 1 hr.                 - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/9498
