Title                                                                                              - Score - Year    - Num Eps      - Duration           - Genre(s)                                                                                   - Link

#Compass 2.0: Sentou Setsuri Kaiseki System                                                        - None  - 2025    - Ongoing      - Unknown            -                                                                                            - https://myanimelist.net/anime/53762
#Compass                                                                                           - None  - 2018    - 10 episodes  - 4 min per ep       - Strategy Game                                                                              - https://myanimelist.net/anime/38603
Habataki no Fortissimo                                                                             - None  - 2020    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/48541
Hachigatsu no Cinderella Nine PV                                                                   - 5.66  - 2016    - 1 episode    - 3 min              - Music, Sports                                                                              - https://myanimelist.net/anime/36297
Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari                                                 - 6.40  - 2021    - 1 episode    - 23 min             - School, Sports, Team Sports                                                                - https://myanimelist.net/anime/49913
Hachigatsu no Cinderella Nine                                                                      - 6.12  - 2019    - 12 episodes  - 23 min per ep      - School, Sports, Team Sports                                                                - https://myanimelist.net/anime/38091
Hagane Orchestra                                                                                   - 5.50  - 2016    - 12 episodes  - 4 min per ep       - Adventure, Comedy, Parody, Strategy Game                                                   - https://myanimelist.net/anime/34013
Haitoku Pistols no Kinkyuu Kaigi?                                                                  - 5.33  - 2017    - 1 episode    - 2 min              - Comedy, Music, Parody, Strategy Game                                                       - https://myanimelist.net/anime/39464
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri                                                   - 6.95  - 2020    - 1 episode    - 6 min              - Fantasy, Kids                                                                              - https://myanimelist.net/anime/43568
Hakumei no Tsubasa                                                                                 - 7.53  - 2020    - 7 episodes   - 6 min per ep       - Action, Adventure, Comedy, Fantasy, Kids                                                   - https://myanimelist.net/anime/40861
Hallelujah: Unmei no Sentaku                                                                       - 5.98  - 2020    - 1 episode    - 54 min             - Action, Fantasy                                                                            - https://myanimelist.net/anime/42955
Halo Legends                                                                                       - 6.98  - 2009    - 8 episodes   - 14 min per ep      - Action, Drama, Military, Sci-Fi                                                            - https://myanimelist.net/anime/6867
Hanasaku Kizuna no Romantan                                                                        - 5.17  - 2018    - 1 episode    - 21 min             - Action, Adventure, Drama, Fantasy                                                          - https://myanimelist.net/anime/38469
Hangyakusei Million Arthur 2nd Season                                                              - 6.30  - 2019    - 13 episodes  - 24 min per ep      - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/38268
Hangyakusei Million Arthur PV                                                                      - 5.80  - 2018    - 1 episode    - 1 min              - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/38744
Hangyakusei Million Arthur: Saraba Itoshi no Danchou                                               - 6.42  - 2019    - 1 episode    - 22 min             - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/38601
Hangyakusei Million Arthur                                                                         - 6.01  - 2018    - 10 episodes  - 24 min per ep      - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/37555
Hero Bank                                                                                          - 5.98  - 2014    - 51 episodes  - 23 min per ep      - Kids, Strategy Game                                                                        - https://myanimelist.net/anime/22099
Hidden Region                                                                                      - 6.51  - 2022    - 1 episode    - 1 min              - Detective, Idols (Male), Music, Mystery                                                    - https://myanimelist.net/anime/53071
Hifuu Katsudou Kiroku: The Sealed Esoteric History                                                 - 7.28  - 2015    - Ongoing      - 30 min             - Fantasy                                                                                    - https://myanimelist.net/anime/36686
Hikari no Megami                                                                                   - 6.61  - 2014    - 1 episode    - 2 min              - Action, Fantasy                                                                            - https://myanimelist.net/anime/28351
Hime Chen! Otogi Chikku Idol Lilpri                                                                - 7.02  - 2010    - 51 episodes  - 24 min per ep      - Fantasy, Mahou Shoujo, Shoujo                                                              - https://myanimelist.net/anime/8206
Himiko-den                                                                                         - 6.17  - 1999    - 12 episodes  - 23 min per ep      - Adventure, Drama, Fantasy, Supernatural                                                    - https://myanimelist.net/anime/360
Hisui Kobanashi                                                                                    - 5.77  - 2021    - 2 episodes   - 1 min per ep       - Comedy, Kids                                                                               - https://myanimelist.net/anime/51871
Holy Angel's Carol                                                                                 - None  - 2019    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/48540
Holy Knight Light                                                                                  - 7.05  - 2020    - 1 episode    - 9 min              - Action, Fantasy                                                                            - https://myanimelist.net/anime/45574
Honeycomb Summer                                                                                   - 6.38  - 2020    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/49126
Hortensia Saga CM                                                                                  - 5.94  - 2015    - 7 episodes   - 34 sec per ep      - Fantasy, Video Game                                                                        - https://myanimelist.net/anime/35411
Hortensia Saga                                                                                     - 5.83  - 2021    - 12 episodes  - 23 min per ep      - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/40961
Hoshi no Kirby: Pilot                                                                              - 5.63  - 2000    - 1 episode    - 4 min              - Adventure, Comedy, Fantasy, Parody                                                         - https://myanimelist.net/anime/11717
Hoshi no Kirby                                                                                     - 6.90  - 2001    - 100 episodes - 24 min per ep      - Action, Adventure, Comedy, Fantasy, Parody                                                 - https://myanimelist.net/anime/2390
Hoshi no Shima no Nyanko                                                                           - None  - 2018    - 26 episodes  - 12 min per ep      - Adventure, Slice of Life                                                                   - https://myanimelist.net/anime/38147
Hoshi to Tsubasa no Paradox                                                                        - 5.65  - 2018    - 2 episodes   - 3 min per ep       - Action, Mecha, Sci-Fi                                                                      - https://myanimelist.net/anime/37242
Houkago no Breath                                                                                  - None  - 2023    - 4 episodes   - Unknown            - Kids                                                                                       - https://myanimelist.net/anime/56218
Huan Bing Ji                                                                                       - None  - 2012    - 1 episode    - 4 min              - Action, Comedy                                                                             - https://myanimelist.net/anime/55317
Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang                                                   - 7.40  - 2023    - 2 episodes   - 16 min per ep      - Comedy                                                                                     - https://myanimelist.net/anime/54035
Huanle Dou Dizhu                                                                                   - None  - 2017    - 18 episodes  - 3 min per ep       - Comedy                                                                                     - https://myanimelist.net/anime/47487
I "Witch" You A Happy Halloween!                                                                   - 6.08  - 2020    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/49147
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD                                                      - None  - 2023    - 2 episodes   - 1 hr 30 min per ep - Idols (Male), Music                                                                        - https://myanimelist.net/anime/54118
IDOLiSH7 Second Beat!                                                                              - 8.15  - 2020    - 15 episodes  - 24 min per ep      - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/37962
IDOLiSH7 Special Program: Kimi to Furikaeranai to!                                                 - 6.77  - 2018    - 1 episode    - 23 min             - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/37710
IDOLiSH7 Third Beat! Part 2                                                                        - 8.33  - 2022    - 17 episodes  - 24 min per ep      - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/46654
IDOLiSH7 Third Beat!                                                                               - 8.22  - 2021    - 13 episodes  - 24 min per ep      - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/45577
IDOLiSH7 Vibrato                                                                                   - 7.95  - 2018    - 8 episodes   - 14 min per ep      - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/36963
IDOLiSH7                                                                                           - 7.71  - 2018    - 17 episodes  - 24 min per ep      - Drama, Idols (Male), Music                                                                 - https://myanimelist.net/anime/33899
IRoid: Koi no Yuukou Frontier                                                                      - 5.03  - 2015    - 1 episode    - 30 sec             - Strategy Game                                                                              - https://myanimelist.net/anime/33698
Idol Fantasy                                                                                       - 5.38  - 2018    - 1 episode    - 1 min              - Idols (Male), Music, Strategy Game                                                         - https://myanimelist.net/anime/38471
Idol Fight Suchie-Pai 2                                                                            - 4.32  - 1996    - 1 episode    - 30 min             - Action, Ecchi                                                                              - https://myanimelist.net/anime/3816
Idol Land PriPara                                                                                  - 7.48  - 2021    - Ongoing      - Unknown            - Idols (Female), Music, Shoujo, Slice of Life                                               - https://myanimelist.net/anime/44376
Idol Time PriPara                                                                                  - 7.34  - 2017    - 51 episodes  - 24 min per ep      - Idols (Female), Music, School, Shoujo                                                      - https://myanimelist.net/anime/34787
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai                                               - 6.26  - 2017    - 12 episodes  - 3 min per ep       - Historical, Romance                                                                        - https://myanimelist.net/anime/34337
InaDan Gag Gaiden                                                                                  - None  - 2012    - 19 episodes  - 30 sec per ep      - Comedy, Parody                                                                             - https://myanimelist.net/anime/51123
Inamori Asuto no Soccer Kyoushitsu                                                                 - None  - 2018    - 1 episode    - 3 min              - Sports, Strategy Game, Team Sports                                                         - https://myanimelist.net/anime/51125
Inazuma Eleven Go vs. Danball Senki W Movie                                                        - 6.95  - 2012    - 1 episode    - 1 hr 30 min        - Action, Kids, Mecha, Sports, Team Sports                                                   - https://myanimelist.net/anime/15785
Inazuma Eleven Go: Chrono Stone                                                                    - 7.23  - 2012    - 51 episodes  - 23 min per ep      - Sports, Super Power, Team Sports, Time Travel                                              - https://myanimelist.net/anime/13261
Inazuma Eleven Go: Galaxy                                                                          - 6.64  - 2013    - 43 episodes  - 23 min per ep      - Shounen, Sports, Super Power, Team Sports                                                  - https://myanimelist.net/anime/18097
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon                                                     - 7.42  - 2011    - 1 episode    - 1 hr 30 min        - Sci-Fi, Sports, Super Power, Team Sports                                                   - https://myanimelist.net/anime/10999
Inazuma Eleven Go                                                                                  - 6.98  - 2011    - 47 episodes  - 24 min per ep      - Sports, Super Power, Team Sports                                                           - https://myanimelist.net/anime/10507
Inazuma Eleven: Ares no Tenbin                                                                     - 6.69  - 2018    - 26 episodes  - 23 min per ep      - Sports, Team Sports                                                                        - https://myanimelist.net/anime/33733
Inazuma Eleven: Chou Jigen Dream Match                                                             - 6.96  - 2014    - 1 episode    - 49 min             - Sports, Super Power, Team Sports                                                           - https://myanimelist.net/anime/24347
Inazuma Eleven: Orion no Kokuin                                                                    - 6.88  - 2018    - 49 episodes  - 23 min per ep      - Sports, Team Sports                                                                        - https://myanimelist.net/anime/38235
Inazuma Eleven: Outer Code                                                                         - 6.79  - 2016    - 6 episodes   - 5 min per ep       - Sports, Team Sports                                                                        - https://myanimelist.net/anime/34178
Inazuma Eleven: Reloaded - Soccer no Henkaku                                                       - 6.98  - 2018    - 1 episode    - 24 min             - Sports, Team Sports                                                                        - https://myanimelist.net/anime/37814
Inazuma Eleven                                                                                     - 7.69  - 2008    - 127 episodes - 24 min per ep      - Sports, Super Power, Team Sports                                                           - https://myanimelist.net/anime/5231
Ingress the Animation                                                                              - 6.28  - 2018    - 11 episodes  - 23 min per ep      - Action, Mystery, Sci-Fi, Strategy Game                                                     - https://myanimelist.net/anime/37438
Inishie no Megami to Houseki no Ite                                                                - 5.67  - 2014    - 2 episodes   - 58 sec per ep      - Action                                                                                     - https://myanimelist.net/anime/30080
Irodorimidori                                                                                      - 5.75  - 2022    - 8 episodes   - 3 min per ep       - CGDCT, Music, Slice of Life                                                                - https://myanimelist.net/anime/50267
Irregular Hunter X: The Day of Sigma                                                               - 7.17  - 2005    - 1 episode    - 30 min             - Action, Mecha, Sci-Fi, Shounen                                                             - https://myanimelist.net/anime/2808
It'll Be Fine!                                                                                     - 6.57  - 2022    - 1 episode    - 3 min              - Kids, Music, Strategy Game                                                                 - https://myanimelist.net/anime/50815
Ixion Saga DT                                                                                      - 7.14  - 2012    - 25 episodes  - 24 min per ep      - Action, Comedy, Fantasy, Isekai                                                            - https://myanimelist.net/anime/14765
I★Chu: Halfway Through the Idol                                                                    - 6.57  - 2021    - 12 episodes  - 24 min per ep      - Comedy, Idols (Male), Music, School                                                        - https://myanimelist.net/anime/39725
Jantama Pong☆ Episode 0                                                                            - 6.01  - 2022    - 1 episode    - 1 min              - Comedy                                                                                     - https://myanimelist.net/anime/51525
Jantama Pong☆ Special                                                                              - 5.91  - 2022    - 1 episode    - 2 min              - Comedy                                                                                     - https://myanimelist.net/anime/53766
Jantama Pong☆ Web Special                                                                          - 5.52  - 2022    - 1 episode    - 1 min              - Comedy                                                                                     - https://myanimelist.net/anime/51465
Jantama Pong☆                                                                                      - 6.04  - 2022    - 11 episodes  - 1 min per ep       - Comedy                                                                                     - https://myanimelist.net/anime/50789
Jeonsa Ryan                                                                                        - None  - 1997    - 1 episode    - 1 hr 20 min        - Adventure, Fantasy, Kids                                                                   - https://myanimelist.net/anime/48320
Ji Jia Xuanfeng Jizhan Pian                                                                        - None  - 2013    - 6 episodes   - 8 min per ep       - Action, Kids, Mecha                                                                        - https://myanimelist.net/anime/46657
Ji Jia Xuanfeng: Xingji Haidao                                                                     - None  - 2014    - 5 episodes   - 9 min per ep       - Action, Kids, Mecha                                                                        - https://myanimelist.net/anime/46658
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season                                                - 6.32  - 2019    - 12 episodes  - 22 min per ep      - Action, Adventure, Comedy, Historical, Martial Arts                                        - https://myanimelist.net/anime/44078
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3rd Season Part 2                                         - None  - 2023    - 12 episodes  - Unknown            - Action, Adventure, Comedy, Historical, Martial Arts                                        - https://myanimelist.net/anime/53206
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3rd Season                                                - None  - 2022    - 12 episodes  - 20 min per ep      - Action, Adventure, Comedy, Historical, Martial Arts                                        - https://myanimelist.net/anime/44079
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin                                                           - 6.75  - 2018    - 12 episodes  - 17 min per ep      - Action, Adventure, Comedy, Historical, Martial Arts                                        - https://myanimelist.net/anime/39419
Jian Yu Yuanzheng: Insomnia De Naxie Shier                                                         - None  - 2022    - 12 episodes  - 7 min per ep       - Comedy, Fantasy, Video Game                                                                - https://myanimelist.net/anime/53055
Jijia Yingxiong Movie: Wo Yu Wo Dengyu Wuxian Da                                                   - None  - 2023    - 1 episode    - Unknown            - Action, Kids, Mecha                                                                        - https://myanimelist.net/anime/56144
Jijia Yingxiong: Ji Dou Yongzhe                                                                    - None  - 2019    - 4 episodes   - 12 min per ep      - Action, Kids, Mecha                                                                        - https://myanimelist.net/anime/47838
Jikuu Bouken Nuumamonjaa                                                                           - 5.26  - 1996    - 1 episode    - 16 min             - Action, Comedy, Fantasy                                                                    - https://myanimelist.net/anime/1751
Jing Jing Lai Le Dao 2nd Season                                                                    - None  - 2019    - 6 episodes   - 2 min per ep       - Comedy                                                                                     - https://myanimelist.net/anime/47890
Jing Jing Lai Le Dao                                                                               - None  - 2019    - 4 episodes   - 2 min per ep       - Comedy                                                                                     - https://myanimelist.net/anime/47889
Jinji de Ji Jia: Sheng Jie Fei Tuo                                                                 - None  - 2015    - 40 episodes  - 22 min per ep      - Action, Kids, Mecha                                                                        - https://myanimelist.net/anime/47063
Jintian Shao Zhu Bu Zaijia                                                                         - None  - 2022    - 7 episodes   - 6 min per ep       - Comedy, Fantasy                                                                            - https://myanimelist.net/anime/55059
Jongtama PV                                                                                        - None  - 2020    - 4 episodes   - 30 sec per ep      - Fantasy, Supernatural                                                                      - https://myanimelist.net/anime/55394
Journey                                                                                            - None  - 2022    - 1 episode    - 2 min              - Music                                                                                      - https://myanimelist.net/anime/53332
Juedui Lingyu A. F.                                                                                - None  - 2015    - 10 episodes  - 11 min per ep      - Adventure, Fantasy                                                                         - https://myanimelist.net/anime/47199
Juedui Lingyu Fanwai Pian                                                                          - None  - 2016    - 1 episode    - 2 min              - Fantasy                                                                                    - https://myanimelist.net/anime/47201
Juedui Lingyu: Ji Zhan Ji                                                                          - None  - 2016    - 10 episodes  - 12 min per ep      - Adventure, Fantasy                                                                         - https://myanimelist.net/anime/47200
Jungle Wars                                                                                        - None  - 1991    - 1 episode    - 38 min             - Adventure, Kids                                                                            - https://myanimelist.net/anime/17473
Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!! OVA                                         - 6.04  - 2014    - 2 episodes   - 25 min per ep      -                                                                                            - https://myanimelist.net/anime/27997
Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!!                                             - 6.09  - 2011    - 12 episodes  - 24 min per ep      -                                                                                            - https://myanimelist.net/anime/10217
Kakutou Ryouri Densetsu Bistro Recipe                                                              - 6.02  - 2001    - 26 episodes  - 25 min per ep      - Adventure, Comedy, Fantasy, Gourmet, Shounen, Strategy Game                                - https://myanimelist.net/anime/2287
KanColle Movie                                                                                     - 7.50  - 2016    - 1 episode    - 1 hr 32 min        - Action, Drama, Military, Sci-Fi                                                            - https://myanimelist.net/anime/31418
KanColle: Itsuka Ano Umi de                                                                        - 6.28  - 2022    - 8 episodes   - 23 min per ep      - Action, Military, School, Sci-Fi                                                           - https://myanimelist.net/anime/30455
Kansatsu! Pokemon Zukan                                                                            - 5.54  - 2020    - 2 episodes   - 5 min per ep       - Kids                                                                                       - https://myanimelist.net/anime/51888
Kantai Collection: KanColle                                                                        - 6.83  - 2015    - 12 episodes  - 24 min per ep      - Action, Military, School, Sci-Fi                                                           - https://myanimelist.net/anime/21511
Katayoku no Khronos Gear                                                                           - None  - 2012    - 1 episode    - Unknown            - Action, Sci-Fi                                                                             - https://myanimelist.net/anime/14039
Katsugeki/Touken Ranbu Movie                                                                       - None  - Unknown - 1 episode    - Unknown            - Action, Fantasy, Samurai                                                                   - https://myanimelist.net/anime/36419
Katsugeki/Touken Ranbu                                                                             - 6.74  - 2017    - 13 episodes  - 23 min per ep      - Action, Fantasy, Historical, Samurai                                                       - https://myanimelist.net/anime/33018
Keio Yugekitai: Katsugeki-hen                                                                      - None  - 1996    - 1 episode    - 9 min              - Action, Adventure, Comedy, Sci-Fi                                                          - https://myanimelist.net/anime/55971
Kemeng                                                                                             - 6.09  - 2022    - 1 episode    - 5 min              - Fantasy, Kids, Music                                                                       - https://myanimelist.net/anime/52897
Kemono Friends 2                                                                                   - 5.84  - 2019    - 12 episodes  - 22 min per ep      - Adventure, Anthropomorphic, Comedy, Iyashikei                                              - https://myanimelist.net/anime/35313
Kemono Friends: Bus-teki                                                                           - 6.58  - 2017    - 1 episode    - 2 min              - Comedy, Fantasy, Iyashikei                                                                 - https://myanimelist.net/anime/35347
Kemono Friends                                                                                     - 7.54  - 2017    - 12 episodes  - 24 min per ep      - Adventure, Anthropomorphic, Award Winning, Comedy, Fantasy, Iyashikei                      - https://myanimelist.net/anime/33089
Ken En Ken: Aoki Kagayaki                                                                          - 6.02  - 2018    - 13 episodes  - 24 min per ep      - Action, Adventure, Fantasy, Martial Arts, Mythology                                        - https://myanimelist.net/anime/38083
Ken to Mahou no Logres: Inishie no Megami x Fate/Extella                                           - 5.57  - 2016    - 1 episode    - 15 sec             - Music, Strategy Game                                                                       - https://myanimelist.net/anime/38784
Ki-No-Ko                                                                                           - 5.02  - 2001    - 1 episode    - 5 min              - Avant Garde, Horror                                                                        - https://myanimelist.net/anime/52656
Kick Off 2002                                                                                      - None  - 2002    - 26 episodes  - 23 min per ep      - Sports, Team Sports                                                                        - https://myanimelist.net/anime/7525
Kick-Flight                                                                                        - 5.73  - 2019    - 1 episode    - 1 min              - Music, Strategy Game                                                                       - https://myanimelist.net/anime/40375
Kidou Senshi Gundam Senki: Avant Title                                                             - 6.22  - 2009    - 1 episode    - 7 min              - Mecha, Sci-Fi, Space                                                                       - https://myanimelist.net/anime/18449
Kidou Shinsengumi Moeyo Ken TV                                                                     - 6.13  - 2005    - 13 episodes  - 25 min per ep      - Adventure, Comedy, Fantasy, Historical                                                     - https://myanimelist.net/anime/511
Kidou Shinsengumi Moeyo Ken                                                                        - 5.66  - 2003    - 4 episodes   - 25 min per ep      - Adventure, Comedy, Historical                                                              - https://myanimelist.net/anime/1058
Kimi ga Mita Sora wa                                                                               - 5.72  - 2018    - 1 episode    - 1 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/38922
Kimi ni Aeta!                                                                                      - 6.73  - 2023    - 1 episode    - 1 min              - Kids                                                                                       - https://myanimelist.net/anime/56064
Kimi to Fit Boxing                                                                                 - None  - 2021    - 12 episodes  - 3 min per ep       - Sports                                                                                     - https://myanimelist.net/anime/49664
Kine-Pass Gekijou                                                                                  - None  - 2016    - 3 episodes   - 46 sec per ep      - Comedy, Parody                                                                             - https://myanimelist.net/anime/34763
King of Fighters: Another Day                                                                      - 6.29  - 2005    - 4 episodes   - 8 min per ep       - Adventure, Drama                                                                           - https://myanimelist.net/anime/825
King's Raid: Ishi wo Tsugumono-tachi                                                               - 6.02  - 2020    - 26 episodes  - 24 min per ep      - Action, Adventure, Fantasy                                                                 - https://myanimelist.net/anime/41834
Kingdom Hearts χ Back Cover                                                                        - 6.83  - 2017    - 1 episode    - 1 hr 2 min         - Action, Fantasy, Mystery                                                                   - https://myanimelist.net/anime/35776
Kingdom of Chaos: Born to Kill                                                                     - 5.49  - 2003    - 4 episodes   - 29 min per ep      - Fantasy                                                                                    - https://myanimelist.net/anime/3267
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie                                                       - 5.85  - 2016    - 1 episode    - 1 min              - Action                                                                                     - https://myanimelist.net/anime/34678
Kingsglaive: Final Fantasy XV                                                                      - 7.40  - 2016    - 1 episode    - 1 hr 55 min        - Action                                                                                     - https://myanimelist.net/anime/33082
Kiratto Pri☆chan Season 2                                                                          - 7.52  - 2019    - 51 episodes  - 24 min per ep      - Comedy, Idols (Female), Music, Shoujo, Slice of Life                                       - https://myanimelist.net/anime/38804
Kiratto Pri☆chan Season 3                                                                          - 7.17  - 2020    - 51 episodes  - 24 min per ep      - Comedy, Idols (Female), Music, Shoujo                                                      - https://myanimelist.net/anime/40880
Kiratto Pri☆chan                                                                                   - 7.20  - 2018    - 51 episodes  - 24 min per ep      - Idols (Female), Music, Shoujo, Slice of Life                                               - https://myanimelist.net/anime/37178
Kiss of Life                                                                                       - 6.44  - 2019    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/40691
Kitsune Musume no Ecchi na Oyado                                                                   - 6.27  - 2022    - Ongoing      - 20 min             - Hentai                                                                                     - https://myanimelist.net/anime/51988
Knockin' Fantasy                                                                                   - None  - 2020    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/48530
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu                                                        - 6.47  - 2008    - 30 episodes  - 24 min per ep      - Action, Adventure, Kids, Sci-Fi, Strategy Game                                             - https://myanimelist.net/anime/5725
Kodai Ouja Kyouryuu King                                                                           - 6.36  - 2007    - 49 episodes  - 25 min per ep      - Adventure, Fantasy, Kids                                                                   - https://myanimelist.net/anime/3576
Koisuru Tenshi Angelique: Kagayaki no Ashita Special                                               - 6.63  - 2007    - 1 episode    - 26 min             - Fantasy, Romance                                                                           - https://myanimelist.net/anime/7333
Koisuru Tenshi Angelique: Kagayaki no Ashita                                                       - 6.90  - 2007    - 12 episodes  - 24 min per ep      - Drama, Fantasy, Reverse Harem, Romance, Shoujo                                             - https://myanimelist.net/anime/1864
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki                                                  - 6.83  - 2006    - 13 episodes  - 23 min per ep      - Adventure, Comedy, Drama, Fantasy, Reverse Harem, Romance, Sci-Fi, Shoujo                  - https://myanimelist.net/anime/1578
Kotori Samba                                                                                       - None  - 2015    - 240 episodes - 1 min per ep       - Comedy, Music                                                                              - https://myanimelist.net/anime/31239
Koukyousei Million Arthur                                                                          - 5.51  - 2018    - 1 episode    - 1 min              - Fantasy, Music, Strategy Game                                                              - https://myanimelist.net/anime/38386
Kouryuu Densetsu Villgust PV                                                                       - 5.62  - 1990    - 1 episode    - 4 min              - Action, Adventure, Comedy, Fantasy                                                         - https://myanimelist.net/anime/38153
Kouryuu Densetsu Villgust                                                                          - 6.09  - 1993    - 2 episodes   - 28 min per ep      - Action, Adventure, Comedy, Fantasy, Romance                                                - https://myanimelist.net/anime/2049
Ku Pao Ying Xiong                                                                                  - 5.60  - 2017    - 26 episodes  - 13 min per ep      - Action, Adventure, Fantasy, Strategy Game                                                  - https://myanimelist.net/anime/36440
Kungya Kungya                                                                                      - None  - 2006    - 26 episodes  - 25 min per ep      - Fantasy, Kids                                                                              - https://myanimelist.net/anime/48338
Kunoichi Botan                                                                                     - 5.71  - 2018    - 2 episodes   - 14 min per ep      - Hentai                                                                                     - https://myanimelist.net/anime/38260
Kunoichi Ryoujokuden Ajisai                                                                        - 6.12  - 2023    - Ongoing      - 20 min             - Hentai                                                                                     - https://myanimelist.net/anime/55146
Kuro-Nikuru Girls                                                                                  - 5.24  - 2016    - 3 episodes   - 3 min per ep       - Comedy, Parody, School                                                                     - https://myanimelist.net/anime/34764
Lalala Demacia Second Season                                                                       - None  - 2012    - 10 episodes  - 10 min per ep      - Action, Fantasy                                                                            - https://myanimelist.net/anime/44544
Lalala Demacia Third Season                                                                        - None  - 2013    - 10 episodes  - 7 min per ep       - Action, Fantasy                                                                            - https://myanimelist.net/anime/44545
Lalala Demacia                                                                                     - None  - 2011    - 10 episodes  - 8 min per ep       - Action, Fantasy                                                                            - https://myanimelist.net/anime/44543
Last Lament                                                                                        - None  - 2020    - 1 episode    - 2 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/48525
Last Of Me                                                                                         - None  - 2020    - 1 episode    - 1 min              - Action, Fantasy, Music                                                                     - https://myanimelist.net/anime/55371
Last Period: Owarinaki Rasen no Monogatari                                                         - 6.37  - 2018    - 12 episodes  - 23 min per ep      - Action, Adventure, Comedy, Fantasy                                                         - https://myanimelist.net/anime/37254
LayereD Stories Zero                                                                               - None  - 2017    - 9 episodes   - 17 min per ep      - Sci-Fi, Video Game                                                                         - https://myanimelist.net/anime/36866
Layton Kyouju to Eien no Utahime                                                                   - 7.63  - 2009    - 1 episode    - 1 hr 39 min        - Adventure, Mystery                                                                         - https://myanimelist.net/anime/6172
Layton Mystery Tanteisha: Katri no Nazotoki File                                                   - 7.24  - 2018    - 50 episodes  - 23 min per ep      - Comedy, Kids, Mystery                                                                      - https://myanimelist.net/anime/37023
Leopard Eyes                                                                                       - 6.66  - 2015    - 1 episode    - 4 min              - Idols (Male), Music                                                                        - https://myanimelist.net/anime/32031
Let You Down                                                                                       - 7.82  - 2022    - 1 episode    - 4 min              - Action, Sci-Fi                                                                             - https://myanimelist.net/anime/53013
Letchu, Getchu, Saru Getchu Episode 0                                                              - None  - Unknown - 1 episode    - 1 min              - Comedy                                                                                     - https://myanimelist.net/anime/32310
