Title                                                                                                - Score - Year - Num Eps            - Duration              - Genre(s)                                                                            - Link
Chicchana Yukitsukai Sugar Specials                                                                  - 7.06  - 2003 - 2 episode(s)       - 24 min. per ep.       - Slice of Life, Magic, Comedy, Shoujo                                                - https://myanimelist.net/anime/1014
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi                                       - 6.50  - 2004 - 1 episode(s)       - 45 min.               - Fantasy, Military, Kids                                                             - https://myanimelist.net/anime/24883
Chiisana Tegami                                                                                      - 3.13  - 2000 - 1 episode(s)       - 4 min.                - Music                                                                               - https://myanimelist.net/anime/36402
Chikan Monogatari                                                                                    - 6.38  - 2006 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/2875
Chikyuu Monogatari Telepath 2500                                                                     - 5.78  - 1984 - 1 episode(s)       - 1 hr. 45 min.         - Adventure, Drama, Sci-Fi                                                            - https://myanimelist.net/anime/8563
Chironup no Kitsune                                                                                  - 6.72  - 1987 - 1 episode(s)       - 1 hr. 12 min.         - Drama                                                                               - https://myanimelist.net/anime/17689
Chivas 1-2-3                                                                                         - 6.16  - 1999 - 2 episode(s)       - 27 min. per ep.       - Action, Comedy, Ecchi, Fantasy, Supernatural                                        - https://myanimelist.net/anime/1228
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie                                           - 4.80  - 2004 - 1 episode(s)       - 10 min.               - Adventure, Magic, Comedy, Sci-Fi                                                    - https://myanimelist.net/anime/705
Chou Kousoku Gran Doll                                                                               - 5.66  - 1997 - 3 episode(s)       - 29 min. per ep.       - Action, Comedy, Mecha, School                                                       - https://myanimelist.net/anime/1992
Choujin Locke: Shinsekai Sentai                                                                      - 6.09  - 1991 - 2 episode(s)       - 50 min. per ep.       - Action, Sci-Fi, Super Power                                                         - https://myanimelist.net/anime/4534
Choukou Sennin Haruka                                                                                - 6.19  - 2009 - 3 episode(s)       - 28 min. per ep.       - Hentai, Yuri                                                                        - https://myanimelist.net/anime/6558
