Title                                                                                     - Score - Year - Num Eps            - Duration              - Genre(s)                                                                          - Link
Funi Funi Marshmallow                                                                     - 5.17  - 2017 - Unknown episode(s) - 1 min.                - Kids                                                                              - https://myanimelist.net/anime/34931
Furifure 2                                                                                - 6.47  - 2018 - Unknown episode(s) - 30 min.               - Hentai                                                                            - https://myanimelist.net/anime/36876
Futari wa Precure: Max Heart                                                              - 7.03  - 2005 - 47 episode(s)      - 25 min. per ep.       - Action, Comedy, Fantasy, Magic, Shoujo                                            - https://myanimelist.net/anime/1929
Futari wa Precure: Splash☆Star                                                            - 7.23  - 2006 - 49 episode(s)      - 24 min. per ep.       - Action, Comedy, Fantasy, Magic, Shoujo                                            - https://myanimelist.net/anime/1534
Futari wa Precure                                                                         - 7.02  - 2004 - 49 episode(s)      - 24 min. per ep.       - Action, Comedy, Magic, Fantasy, Shoujo                                            - https://myanimelist.net/anime/603
Fuyu no Semi                                                                              - 7.69  - 2007 - 3 episode(s)       - 30 min. per ep.       - Drama, Historical, Romance, Samurai, Yaoi                                         - https://myanimelist.net/anime/2238
Gakuen Handsome: Legend of Sexy                                                           - 5.66  - 2016 - 2 episode(s)       - 4 min. per ep.        - Comedy, Music                                                                     - https://myanimelist.net/anime/33911
Galaxy Angel Z                                                                            - 7.26  - 2002 - 9 episode(s)       - 24 min. per ep.       - Sci-Fi, Comedy                                                                    - https://myanimelist.net/anime/652
Gan Gan Ganko-chan 2nd Season                                                             - N/A   - 2018 - Unknown episode(s) - 5 min.                - Comedy, Kids, Sci-Fi                                                              - https://myanimelist.net/anime/37244
Ganbare! Bokura no Hit and Run                                                            - 5.84  - 1979 - 1 episode(s)       - 1 hr. 10 min.         - School, Sports                                                                    - https://myanimelist.net/anime/11593
Gararin to Gororin                                                                        - 3.93  - 2006 - 1 episode(s)       - 5 min.                - Kids, Music                                                                       - https://myanimelist.net/anime/29503
Garo: Honoo no Kokuin - Yurugaro                                                          - 5.61  - 2015 - 23 episode(s)      - 1 min. per ep.        - Comedy, Fantasy, Parody                                                           - https://myanimelist.net/anime/34613
Gegege no Kitarou: Jigoku-hen                                                             - 6.27  - 1988 - 7 episode(s)       - 25 min. per ep.       - Adventure, Fantasy, Comedy, Supernatural, Horror                                  - https://myanimelist.net/anime/8158
Gekiganger 3: The Movie                                                                   - 6.62  - 1998 - 1 episode(s)       - 30 min.               - Action, Comedy, Mecha, Parody, Sci-Fi, Shounen                                    - https://myanimelist.net/anime/2067
