Title                                                                            - Score - Year - Num Eps            - Duration              - Genre(s)                                                                     - Link
Gakuen Handsome: Haitoku no Lesson                                               - 5.35  - 2016 - 2 episode(s)       - 4 min. per ep.        - Comedy, Music                                                                - https://myanimelist.net/anime/33912
Gakuen Senki Muryou                                                              - 7.20  - 2001 - 26 episode(s)      - 25 min. per ep.       - Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen                       - https://myanimelist.net/anime/1179
Gakuen de Jikan yo Tomare                                                        - 7.26  - 2015 - 4 episode(s)       - 29 min. per ep.       - Hentai                                                                       - https://myanimelist.net/anime/30243
Game Center Arashi                                                               - 5.69  - 1982 - 26 episode(s)      - 24 min. per ep.       - Comedy, Game, Kids, Shounen                                                  - https://myanimelist.net/anime/12243
Ganbare!! Tabuchi-kun!! (ONA)                                                    - 6.50  - 2004 - 10 episode(s)      - 1 min. per ep.        - Comedy, Seinen, Sports                                                       - https://myanimelist.net/anime/35574
Ganbare!! Tabuchi-kun!! Gekitou Pennant Race                                     - 5.48  - 1980 - 1 episode(s)       - 1 hr. 35 min.         - Comedy, Sports                                                               - https://myanimelist.net/anime/18377
Garo Movie: Divine Flame                                                         - 7.77  - 2016 - 1 episode(s)       - 1 hr. 18 min.         - Action, Demons, Supernatural, Magic, Fantasy                                 - https://myanimelist.net/anime/28539
Gekikara Gag Gekijou: Tabasco Shower                                             - 4.93  - 1992 - 2 episode(s)       - 45 min. per ep.       - Ecchi, Comedy                                                                - https://myanimelist.net/anime/18527
Genei Toushi Bastof Lemon                                                        - 6.22  - 2001 - 26 episode(s)      - 24 min. per ep.       - Adventure, Mecha, Sci-Fi                                                     - https://myanimelist.net/anime/3151
Generation of Chaos III: Toki no Fuuin                                           - 4.40  - 2003 - 2 episode(s)       - 24 min. per ep.       - Action, Adventure, Fantasy, Magic                                            - https://myanimelist.net/anime/2778
Generation of Chaos Next: Chikai no Pendant                                      - 4.00  - 2002 - 1 episode(s)       - 27 min.               - Action, Military, Adventure, Romance, Fantasy                                - https://myanimelist.net/anime/2777
Genji                                                                            - 6.24  - 1992 - 2 episode(s)       - 45 min. per ep.       - Historical, Magic, Romance                                                   - https://myanimelist.net/anime/8233
Geobreeders: File-X Chibi Neko Dakkan                                            - 6.45  - 1998 - 3 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Shounen, Supernatural                                     - https://myanimelist.net/anime/1158
Getter Robo G                                                                    - 6.73  - 1975 - 39 episode(s)      - 24 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                               - https://myanimelist.net/anime/4486
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)                 - 7.41  - 2007 - 12 episode(s)      - 3 min. per ep.        - Comedy, Mecha, Sci-Fi                                                        - https://myanimelist.net/anime/10870
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka                           - 6.79  - 2006 - 2 episode(s)       - 25 min. per ep.       - Hentai                                                                       - https://myanimelist.net/anime/3286
Ginga no Uo Ursa Minor Blue                                                      - 6.32  - 1993 - 1 episode(s)       - 23 min.               - Fantasy, Kids                                                                - https://myanimelist.net/anime/3518
Ginga                                                                            - 5.97  - 2016 - 1 episode(s)       - 3 min.                - Adventure, Music, Sci-Fi                                                     - https://myanimelist.net/anime/35800
Girls & Panzer Movie Specials                                                    - 7.36  - 2016 - 3 episode(s)       - 15 min. per ep.       - Military, School                                                             - https://myanimelist.net/anime/32740
Go! Go! Veggie-tan                                                               - 5.00  - 1996 - 1 episode(s)       - 5 min.                - Sci-Fi, Space, Kids                                                          - https://myanimelist.net/anime/29497
