Title                                                                                                - Score - Year - Num Eps            - Duration              - Genre(s)                                                                        - Link
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars                                                   - 7.56  - 2014 - 1 episode(s)       - 24 min.               - Comedy, Drama, Romance, School, Slice of Life                                   - https://myanimelist.net/anime/27601
Clannad Movie                                                                                        - 7.32  - 2007 - 1 episode(s)       - 1 hr. 33 min.         - Drama, Romance, Fantasy, School                                                 - https://myanimelist.net/anime/1723
Cleopatra                                                                                            - 5.81  - 1970 - 1 episode(s)       - 1 hr. 53 min.         - Sci-Fi, Hentai, Historical                                                      - https://myanimelist.net/anime/2755
Cluster Edge Specials                                                                                - 6.71  - 2006 - 3 episode(s)       - 24 min. per ep.       - Action, Fantasy, Military, Sci-Fi                                               - https://myanimelist.net/anime/3028
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu                                              - 7.73  - 2013 - 1 episode(s)       - 59 min.               - Action, Mecha, Military                                                         - https://myanimelist.net/anime/15197
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya                                    - 6.25  - 2013 - 1 episode(s)       - 3 min.                - Action, School                                                                  - https://myanimelist.net/anime/33155
Cofun Gal no Coffy (TV) Specials                                                                     - 4.80  - 2006 - 4 episode(s)       - 11 min. per ep.       - Comedy, Parody                                                                  - https://myanimelist.net/anime/34356
Colorful                                                                                             - 6.22  - 1999 - 16 episode(s)      - 6 min. per ep.        - Comedy, Ecchi, Slice of Life                                                    - https://myanimelist.net/anime/841
Compiler: Music Clips in Trackdown                                                                   - N/A   - 1992 - 6 episode(s)       - 4 min. per ep.        - Music, Sci-Fi                                                                   - https://myanimelist.net/anime/34482
Concerto                                                                                             - 5.33  - 2001 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                          - https://myanimelist.net/anime/5605
Cosmic Break                                                                                         - 6.18  - 2010 - 4 episode(s)       - 7 min. per ep.        - Game, Drama, Mecha                                                              - https://myanimelist.net/anime/17295
Cowboy Bebop: Tengoku no Tobira                                                                      - 8.41  - 2001 - 1 episode(s)       - 1 hr. 54 min.         - Action, Space, Drama, Mystery, Sci-Fi                                           - https://myanimelist.net/anime/5
Curry no Kuni no Coburoux                                                                            - 6.57  - 2004 - 13 episode(s)      - 4 min. per ep.        - Comedy                                                                          - https://myanimelist.net/anime/35817
Cybersix                                                                                             - 7.34  - 1999 - 13 episode(s)      - 23 min. per ep.       - Action, Adventure, Romance, Sci-Fi                                              - https://myanimelist.net/anime/2383
D-Frag! OVA                                                                                          - 7.44  - 2014 - 1 episode(s)       - 24 min.               - Game, Comedy, Seinen                                                            - https://myanimelist.net/anime/23383
DNA Hunter                                                                                           - 5.62  - 2001 - 3 episode(s)       - 30 min. per ep.       - Hentai                                                                          - https://myanimelist.net/anime/3953
Daisetsusan no Yuusha Kibaou                                                                         - 7.15  - 1978 - 1 episode(s)       - 1 hr. 10 min.         - Adventure, Drama                                                                - https://myanimelist.net/anime/6202
Danchigai Special                                                                                    - 6.48  - 2015 - 1 episode(s)       - 3 min.                - Slice of Life, Comedy                                                           - https://myanimelist.net/anime/31683
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen                                             - 7.86  - 2016 - 1 episode(s)       - 24 min.               - Action, Psychological, Horror, Mystery                                          - https://myanimelist.net/anime/34103
Daraku: Onna Kyoushi Hakai                                                                           - 6.19  - 2002 - 3 episode(s)       - 30 min. per ep.       - Hentai                                                                          - https://myanimelist.net/anime/3578
Dark                                                                                                 - 5.59  - 2000 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                          - https://myanimelist.net/anime/3393
Daybreak Interlude                                                                                   - 7.13  - 2017 - 1 episode(s)       - 5 min.                - Music                                                                           - https://myanimelist.net/anime/36289
Dead World                                                                                           - 3.64  - 2016 - 1 episode(s)       - 1 min.                - Horror                                                                          - https://myanimelist.net/anime/34060
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation                                           - 6.98  - 2015 - 1 episode(s)       - 27 min.               - Harem, Hentai, Supernatural, Demons, School                                     - https://myanimelist.net/anime/31118
Diabolik Lovers More,Blood                                                                           - 6.09  - 2015 - 12 episode(s)      - 12 min. per ep.       - Harem, School, Shoujo, Vampire                                                  - https://myanimelist.net/anime/29974
Diabolik Lovers                                                                                      - 5.71  - 2013 - 12 episode(s)      - 15 min. per ep.       - Harem, School, Shoujo, Vampire                                                  - https://myanimelist.net/anime/17513
Digimon Adventure tri. 3: Kokuhaku                                                                   - 7.98  - 2016 - 1 episode(s)       - 1 hr. 45 min.         - Action, Adventure, Comedy, Drama                                                - https://myanimelist.net/anime/32551
Digimon Adventure tri. 5: Kyousei                                                                    - 7.39  - 2017 - 1 episode(s)       - 1 hr. 36 min.         - Action, Adventure, Comedy, Drama                                                - https://myanimelist.net/anime/34962
Doctor Mambo & Kaitou Jibako: Uchuu yori Ai wo Komete!!                                              - 5.29  - 1983 - 1 episode(s)       - 1 hr. 24 min.         - Adventure, Fantasy, Kids, Mystery, Sci-Fi                                       - https://myanimelist.net/anime/23801
Dog Days' Specials                                                                                   - 6.87  - 2012 - 13 episode(s)      - 1 min. per ep.        - Action, Adventure, Fantasy, Magic                                               - https://myanimelist.net/anime/17419
Dokidoki Gakuen Kessen!! Youki Daimashiro                                                            - 4.50  - 1988 - 1 episode(s)       - 10 min.               - Action, Magic, Fantasy                                                          - https://myanimelist.net/anime/19437
Donguri to Yamaneko                                                                                  - 6.13  - 1988 - 1 episode(s)       - 25 min.               - Drama                                                                           - https://myanimelist.net/anime/8451
Donkikko                                                                                             - 6.11  - 1967 - 21 episode(s)      - 25 min. per ep.       - Comedy, Shounen                                                                 - https://myanimelist.net/anime/19901
Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi                                                    - N/A   - 2018 - 1 episode(s)       - Unknown               - Action, Historical, Supernatural, Shoujo                                        - https://myanimelist.net/anime/35425
Doubutsu Olympic Taikai                                                                              - 5.49  - 1928 - 1 episode(s)       - 13 min.               - Comedy, Sports                                                                  - https://myanimelist.net/anime/7498
Doukyuusei 2 (OVA) Special: Sotsugyousei                                                             - 5.66  - 1999 - 3 episode(s)       - 30 min. per ep.       - Ecchi, Harem, School                                                            - https://myanimelist.net/anime/5647
Doupo Cangqiong Specials                                                                             - 6.87  - 2017 - 2 episode(s)       - 25 min. per ep.       - Action, Adventure, Demons, Fantasy                                              - https://myanimelist.net/anime/36561
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!                                                - 6.06  - 1999 - 1 episode(s)       - 24 min.               - Comedy, Sci-Fi, Shounen                                                         - https://myanimelist.net/anime/30450
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!                                            - 7.07  - 2008 - 1 episode(s)       - 34 min.               - Action, Adventure, Comedy, Fantasy                                              - https://myanimelist.net/anime/5152
Dragonaut: The Resonance Special                                                                     - 7.02  - 2008 - 1 episode(s)       - 23 min.               - Action, Mecha, Romance, Sci-Fi, Space                                           - https://myanimelist.net/anime/5072
Dream Festival!                                                                                      - 6.91  - 2016 - 12 episode(s)      - 23 min. per ep.       - Music                                                                           - https://myanimelist.net/anime/33045
Duel Masters Movie 2: Lunatic God Saga                                                               - 6.25  - 2009 - 1 episode(s)       - 1 hr. 11 min.         - Action, Adventure, Comedy, Shounen                                              - https://myanimelist.net/anime/6062
Eien no Hou                                                                                          - 5.34  - 2006 - 1 episode(s)       - 1 hr. 53 min.         - Sci-Fi, Fantasy                                                                 - https://myanimelist.net/anime/6939
