Title                                                                                               - Score - Year - Num Eps            - Duration              - Genre(s)                                                                                           - Link
Black Jack                                                                                          - 7.84  - 1993 - 12 episode(s)      - 50 min. per ep.       - Drama                                                                                              - https://myanimelist.net/anime/1520
Black Lagoon Omake                                                                                  - 6.94  - 2009 - 7 episode(s)       - 3 min. per ep.        - Comedy                                                                                             - https://myanimelist.net/anime/8440
BlazBlue: Alter Memory Specials                                                                     - 6.41  - 2013 - 6 episode(s)       - 16 min. per ep.       - Comedy                                                                                             - https://myanimelist.net/anime/32502
Bleach Movie 1: Memories of Nobody                                                                  - 7.55  - 2006 - 1 episode(s)       - 1 hr. 33 min.         - Action, Adventure, Super Power                                                                     - https://myanimelist.net/anime/1686
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru                              - 7.56  - 2007 - 1 episode(s)       - 1 hr. 32 min.         - Action, Adventure, Supernatural, Shounen                                                           - https://myanimelist.net/anime/2889
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu                                                  - 7.62  - 2008 - 1 episode(s)       - 1 hr. 34 min.         - Action, Comedy, Super Power, Supernatural, Shounen                                                 - https://myanimelist.net/anime/4835
Bleach Movie 4: Jigoku-hen                                                                          - 7.72  - 2010 - 1 episode(s)       - 1 hr. 34 min.         - Action, Comedy, Super Power, Supernatural, Shounen                                                 - https://myanimelist.net/anime/8247
Blood Lad: Wagahai wa Neko de wa Nai                                                                - 7.28  - 2013 - 1 episode(s)       - 27 min.               - Action, Comedy, Demons, Seinen, Supernatural, Vampire                                              - https://myanimelist.net/anime/18441
Bohemian Rhapsody                                                                                   - 5.97  - 2009 - 1 episode(s)       - 6 min.                - Music, Sci-Fi, Space                                                                               - https://myanimelist.net/anime/8939
Boku no Chikyuu wo Mamotte                                                                          - 7.26  - 1993 - 6 episode(s)       - 30 min. per ep.       - Drama, Sci-Fi, Shoujo                                                                              - https://myanimelist.net/anime/526
Boku no Imouto wa "Osaka Okan": Haishin Gentei Osaka Okan.                                          - 5.72  - 2012 - 1 episode(s)       - 3 min.                - Comedy                                                                                             - https://myanimelist.net/anime/16936
Boku no Imouto wa "Osaka Okan"                                                                      - 5.88  - 2012 - 12 episode(s)      - 3 min. per ep.        - Comedy                                                                                             - https://myanimelist.net/anime/16405
Boku no Oldies wa All Color                                                                         - 5.43  - 1987 - 1 episode(s)       - 27 min.               - Music, Romance, Seinen                                                                             - https://myanimelist.net/anime/35367
Boku no Sexual Harassment                                                                           - 5.90  - 1994 - 3 episode(s)       - 36 min. per ep.       - Hentai, Yaoi                                                                                       - https://myanimelist.net/anime/755
Boku to Sakana no Monogatari                                                                        - 4.33  - 2017 - 1 episode(s)       - 2 min.                - Music, Kids                                                                                        - https://myanimelist.net/anime/37010
Boku wa Koko de Ikiteiku                                                                            - 5.59  - 2015 - 1 episode(s)       - 2 min.                - Kids, Music                                                                                        - https://myanimelist.net/anime/33523
Bokunchi no Chabo                                                                                   - 2.33  - 1980 - 1 episode(s)       - 2 min.                - Music, Kids                                                                                        - https://myanimelist.net/anime/36377
Bouningen Weekend                                                                                   - 4.50  - 2015 - 20 episode(s)      - 30 sec. per ep.       - Slice of Life                                                                                      - https://myanimelist.net/anime/33273
Break Go!Ga!                                                                                        - 4.24  - 2017 - 1 episode(s)       - 3 min.                - Game, Shounen                                                                                      - https://myanimelist.net/anime/36954
Bronze: Zetsuai Since 1989                                                                          - 6.61  - 1996 - 1 episode(s)       - 54 min.               - Drama, Music, Romance, Sports, Yaoi                                                                - https://myanimelist.net/anime/1042
Brothers Conflict OVA                                                                               - 6.96  - 2014 - 2 episode(s)       - 22 min. per ep.       - Harem, Romance, Shoujo                                                                             - https://myanimelist.net/anime/25437
Bubble Bath                                                                                         - 4.50  - 2001 - 1 episode(s)       - 2 min.                - Music, Kids                                                                                        - https://myanimelist.net/anime/36361
