Title                                                                                                - Score - Year - Num Eps            - Duration             - Genre(s)                                                                                                                                                       - Link
Carol                                                                                                - 5.28  - 1990 - 1 episode(s)       - 1 hr.                - Fantasy, Magic, Shoujo                                                                                                                                         - https://myanimelist.net/anime/2054
Chagama Ondo                                                                                         - 4.93  - 1935 - 1 episode(s)       - 6 min.               - Comedy, Supernatural                                                                                                                                           - https://myanimelist.net/anime/17076
Charanpo Land no Bouken                                                                              - 5.50  - 2017 - 1 episode(s)       - Unknown              -                                                                                                                                                                - https://myanimelist.net/anime/33388
Charlotte: Tsuyoimono-tachi                                                                          - 7.56  - 2016 - 1 episode(s)       - 24 min.              - Super Power, School                                                                                                                                            - https://myanimelist.net/anime/31553
Cherry Blossom (Music)                                                                               - 4.63  - 2013 - 1 episode(s)       - 1 min.               - Music                                                                                                                                                          - https://myanimelist.net/anime/32765
Chi Chi Bu de Bu Chi Chi                                                                             - N/A   - 2018 - 1 episode(s)       - Unknown              - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/37174
Chi's Sweet Home                                                                                     - 7.80  - 2008 - 104 episode(s)     - 3 min. per ep.       - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/3841
Chibi Kero: Kerobouru no Himitsu!?                                                                   - 6.50  - 2007 - 1 episode(s)       - 17 min.              - Comedy                                                                                                                                                         - https://myanimelist.net/anime/5449
Chibikko Remi to Meiken Kapi                                                                         - 6.14  - 1970 - 1 episode(s)       - 1 hr. 21 min.        - Slice of Life, Adventure, Drama                                                                                                                                - https://myanimelist.net/anime/2830
Chibikuro Sambo to Futago no Otouto                                                                  - 7.25  - 1957 - 1 episode(s)       - 20 min.              - Kids                                                                                                                                                           - https://myanimelist.net/anime/29948
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki                                        - 6.38  - 1984 - 1 episode(s)       - 1 hr. 10 min.        - Romance, Slice of Life, Shoujo                                                                                                                                 - https://myanimelist.net/anime/25033
Chikyuu to no Yakusoku                                                                               - N/A   - 2018 - 1 episode(s)       - Unknown              -                                                                                                                                                                - https://myanimelist.net/anime/37494
Chinpui: Eri-sama Katsudou Daishashin                                                                - 5.97  - 1990 - 1 episode(s)       - 40 min.              - Comedy                                                                                                                                                         - https://myanimelist.net/anime/10040
Chirin no Suzu                                                                                       - 7.17  - 1978 - 1 episode(s)       - 46 min.              - Adventure, Drama, Fantasy                                                                                                                                      - https://myanimelist.net/anime/2199
Chocchan Monogatari                                                                                  - 6.82  - 1996 - 1 episode(s)       - 1 hr. 16 min.        - Slice of Life, Historical, Drama                                                                                                                               - https://myanimelist.net/anime/4201
Chocolat no Mahou                                                                                    - 6.23  - 2011 - 13 episode(s)      - 14 min. per ep.      - Drama, Magic, Shoujo, Supernatural                                                                                                                             - https://myanimelist.net/anime/9935
Chocotan!                                                                                            - 6.00  - 2013 - 1 episode(s)       - 10 min.              - Comedy, Shoujo                                                                                                                                                 - https://myanimelist.net/anime/18599
Chogattai Majutsu Robot Ginguiser Specials                                                           - 5.68  - 2009 - 2 episode(s)       - 24 min. per ep.      - Adventure, Mecha, Sci-Fi                                                                                                                                       - https://myanimelist.net/anime/16041
Choujigen Game Neptune The Animation OVA                                                             - 7.39  - 2014 - 1 episode(s)       - 24 min.              - Action, Fantasy, Comedy, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/20479
Choujikuu Seiki Orguss Memorial                                                                      - 5.25  - 1985 - 2 episode(s)       - 50 min. per ep.      - Action, Sci-Fi, Adventure, Romance, Mecha                                                                                                                      - https://myanimelist.net/anime/32218
Choujin Densetsu Urotsukidouji Movie                                                                 - 6.25  - 1989 - 1 episode(s)       - 1 hr. 48 min.        - Action, Hentai, Demons, Drama                                                                                                                                  - https://myanimelist.net/anime/2359
Choujin Locke                                                                                        - 6.57  - 1984 - 1 episode(s)       - 1 hr. 59 min.        - Action, Sci-Fi, Super Power                                                                                                                                    - https://myanimelist.net/anime/3522
